HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITTYPE_ID_level1,Input.WORKER_ID_level1,Input.Dialogueacts_level1,Input.slot0,Input.slot1,Answer.change,Answer.comments,Answer.joking_sarcastic,Answer.more_detail,Answer.sympathetic,Approve,Reject
3MYASTQBG7W3UQSUEAO5009LNWFQD0,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3X73LLYYQ202PTIYAGKGBBP00CLHNH,A1YI99FRUDX2M7,Approved,Fri Jun 02 16:36:40 PDT 2017,Fri Jun 02 16:40:02 PDT 2017,Sat Jun 17 16:40:02 PDT 2017,Sun Jun 11 21:17:00 PDT 2017,,,202,100% (9/9),100% (9/9),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2XDTFD9AEM144,Answer.negative,Let's talk about fashion.,Anything's better than wearing a potato sack!,"People dress so sloppily these days, you may not notice a difference.  I think some people don't look in the mirror before heading out.",,I think that is where some of the designers get their ideas!  They go into grocery stores and pick up lumps of vegetables to see how they will look on the average person.,"It's interesting that back in the day, people used to wear food sacks as clothing.  Some manufacturers even made labels peel off so that people could use the sack fabric for clothing.","Yes, potato sacks don't look good on anyone.  Clothing is clothing, but it is not expensive or difficult to make a little extra effort to look good.",,
37G6BXQPLQ68MW6UA5ZP6IR6N8GQET,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3O7L7BFSHFBYRIG5NZZIL0W6M1ZIEU,AMX5R6NLYNA2K,Approved,Sat Jun 03 10:41:11 PDT 2017,Sat Jun 03 10:44:06 PDT 2017,Sun Jun 18 10:44:06 PDT 2017,Sun Jun 11 21:17:00 PDT 2017,,,175,100% (5/5),100% (5/5),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2XDTFD9AEM144,Answer.positive,Let's talk about fashion.,I think that high fashion is impractical. I prefer clothes that are more wearable and comfy over what looks artistic.,You know it. Don't you wish that your job was more of a casual office? I hate formal wear as well.,,I'm sure the ladies at the grocery store absolutely love the sweatpants and stained white t shirt combo too.,I really like just throwing on a pair of sweatpants and a t shirt and hanging around the house. It's cheaper and it feels good.,"Oh man, I completely agree. I even wear it outside of the house. All I care about is comfort, I'm not spending 50 dollars for  a t shirt.",,
3R868ACW4SXFK23C3W8QXEOM5RGGZU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3JMSRU9HQJG3DO05M6Y10PM0U2NVEU,A3KL0G33VCL8XK,Approved,Sat Jun 03 03:37:03 PDT 2017,Sat Jun 03 03:47:07 PDT 2017,Sun Jun 18 03:47:07 PDT 2017,Sun Jun 11 21:17:00 PDT 2017,,,604,100% (2/2),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2XDTFD9AEM144,Answer.rhetorical,Let's talk about fashion.,I remember when I was in middle school and fuzzy 'carpet' shirts were in style. No one would be caught dead in those today.,What about high school? What was the trend then and what did you think about it?,None,"Yeah, it's a good thing today that people don't wear things that they're going to regret in the future.",Two thirds of the school wore them everyday and it was a trend but like every other trend it died.,Those shirts bring back good memories when we were kids and maybe someone would wear them today to feel good.,,
3Z33IC0JC07JW8BUOTDDKRP3D3FV9I,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3GDTJDAPVVX3E0W5VBBALJ71S378MF,A2L7S6RZOZ6NM9,Approved,Fri Jun 02 18:29:49 PDT 2017,Fri Jun 02 18:31:43 PDT 2017,Sat Jun 17 18:31:43 PDT 2017,Sun Jun 11 21:17:00 PDT 2017,,,114,100% (128/128),100% (128/128),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2CSV75E3JT58Y,Answer.TalkMore,Let's talk about entertainment.,the entertainment news programs are like p.r. machines for hollywood,I wanna go to Holllywood someday. I would love to see Disneyland. That seems like a fun place.,,"Yea, they sure promote the wrong information and for that I thank them. They are great at them.","Yea, they are amazing at promoting Hollywood. I am impressed by the way that they promote the stars.","Yea, I agree. They are pretty cool. They really do a great job of making us privy to all of the latest news.",,
3S1WOPCJFGER092HFFFG9HFK9DOJEV,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3R08VXYT7DHVJYL0P8PRGHDXFPS7W3,A1WML1ZP2ISAR7,Approved,Sat Jun 03 09:29:42 PDT 2017,Sat Jun 03 09:30:53 PDT 2017,Sun Jun 18 09:30:53 PDT 2017,Sun Jun 11 21:17:00 PDT 2017,,,71,100% (13/13),100% (13/13),100% (1/1),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2CSV75E3JT58Y,Answer.negative,Let's talk about entertainment.,"The movie they were promoting is supposed to be a comedy but the clips they showed looked silly and the ""stars"" seemed embarrassed like they only did the movie for the money",How about we go to the movies next weekend?,,I could do a better job at making a movie.,"I know, there are  some movies that are like that. I think they make them just thinking some suckers will want to go see them.",On the other hand maybe they just take the jobs during the slow times.,,
3AXFSPQOYQJJ6N2DAQZMRZ0KLE3JFD,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3B2X28YI3X1KRV9KB7O3NP0GA9B6B0,A3PB0KSWXYUEAY,Approved,Fri Jun 02 18:17:29 PDT 2017,Fri Jun 02 18:27:08 PDT 2017,Sat Jun 17 18:27:08 PDT 2017,Sun Jun 11 21:17:00 PDT 2017,,,579,100% (64/64),100% (30/30),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2CSV75E3JT58Y,Answer.positive,Let's talk about entertainment.,there is too much entertainment news on tv nowadays,Do you still have that 60inch TV? I used to enjoy watching movies on HD on that TV.,n/a,Yeah right there is not enough on television now with all this Trump news.,I agree there are not enough real news sources like Fox or CNN on TV to watch.,"Yeah but there is a reason, it is fun to watch and read about. Who does not love it?",,
3FVBZG9CLJZWIDSXJ8DGCFX12KAH02,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3TU5ZICBRENUZFUXN4IR2SR628J8QP,AMX5R6NLYNA2K,Approved,Sat Jun 03 10:57:20 PDT 2017,Sat Jun 03 11:00:16 PDT 2017,Sun Jun 18 11:00:16 PDT 2017,Sun Jun 11 21:17:01 PDT 2017,,,176,100% (5/5),100% (5/5),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2CSV75E3JT58Y,Answer.rhetorical,Let's talk about entertainment.,every time there is a new movie to be promoted the stars make the rounds on these shows.  I saw Goldie Hawn and Amy Schumer on one of these shows last nights and you could tell they were doing  this marketing only because it was in their deal when they sign on to do the move.,"Never! Speaking of, did you hear of any Netflix originals coming out recently?",,Of course! No actor or actress would EVER take a part in a bad movie just for the money! That's preposterous!,"Yeah, every time I flip on late night TV they have some actor or actress peddling their new movie. What's worse is that it's always followed by the same movie commercial once they go on break.","Tell me about it, I was watching Conan last night and half of the cast of Wonder Woman was on. I'm sure it's a good movie but still...",,
36GJS3V78VBPKNY8LA549K0WMT3JGC,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,324G5B4FB4U2B8KFW1W69M4TEJA70W,A2CSV75E3JT58Y,Approved,Sat Jun 03 07:35:10 PDT 2017,Sat Jun 03 07:38:41 PDT 2017,Sun Jun 18 07:38:41 PDT 2017,Sun Jun 11 21:17:01 PDT 2017,,,211,100% (18/18),100% (14/14),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2XDTFD9AEM144,Answer.TalkMore,Let's talk about entertainment.,Seeing actors in different roles is very interesting to me.,Do you have plans for this weekend.  I was thinking about checking out the Wonder Woman movie and wondering if you'd like to join me.,,That's true - otherwise you might get typecast into certain roles and people only think of you one way which is fine until the character is obsolete or gets killed off.,I know what you mean.  Robert DiNiro can do everything from serious drama to light comedy because he is so versatile.,To be successful as an actor and get lots of roles you have to be versatile especially as you get older.,,
3S8APUMBJX4DO441MYM5TBH7D9UBFK,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,33FOTY3KEN78UE0TJ18H3DFHKM7C1X,A2CSV75E3JT58Y,Approved,Sat Jun 03 07:40:16 PDT 2017,Sat Jun 03 07:44:51 PDT 2017,Sun Jun 18 07:44:51 PDT 2017,Sun Jun 11 21:17:01 PDT 2017,,,275,100% (18/18),100% (14/14),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2XDTFD9AEM144,Answer.negative,Let's talk about entertainment.,"When I was eight months pregnant, we went to the movies and I had to waddle up and down the stairs to the restroom at least five times.",The Oscars are too political for me but I enjoy a good movie as the next person.  Hollywood is an industry and big business so they are out to make money which can be seen as selling out but business is business.,,Yeah but they they go ahead and give the Oscar to Moonlight so go figure ...,Lately it seems like most of the movies are either too violent or scary for my tastes.,I know what you mean.  But every once in a while they come out with something great like La La Land and it restores my faith in Holywood.,,
3PKJ68EHDNH3KJTJ5GNMUKCX1TGJHB,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3IFS6Q0HJJ5Z11LNOUJNAH0LNOTSII,A28LE67Q1YR9TV,Approved,Fri Jun 02 18:26:48 PDT 2017,Fri Jun 02 18:31:39 PDT 2017,Sat Jun 17 18:31:39 PDT 2017,Sun Jun 11 21:17:01 PDT 2017,,,291,100% (3/3),100% (3/3),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2XDTFD9AEM144,Answer.positive,Let's talk about entertainment.,"I love all types of entertainment, but my favorite is going to the movies.","I haven't been out to the theater in a while, but I watch a lot of TV. There was a new show just came out on Netflix I think you would like.",NA,"So, you like spending fifteen dollars to do exactly what you could do at home, only with perfect strangers who won't shut the hell up?",I love the old theater near downtown. The seats aren't nearly as comfortable but the people there are so nice.,I go to the dollar theater near the mall sometimes. It's just as nice as Cinemark if you don't mind waiting a bit for new movies.,,
3O71U79SRBAIB0DKJ7CDEQBGEYSMS3,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3E13VNJ1NOHZ7HMTBB43EGDCXR11IY,A1A76U56BNERB9,Approved,Sat Jun 03 00:26:39 PDT 2017,Sat Jun 03 00:41:17 PDT 2017,Sun Jun 18 00:41:17 PDT 2017,Sun Jun 11 21:17:01 PDT 2017,,,878,100% (1/1),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2XDTFD9AEM144,Answer.rhetorical,Let's talk about entertainment.,Most of my first dates have been to the movie theater. It's a great conversation starter and gives you something to discuss for a while afterwards.,"That's true, but sometimes having to be quiet during the movie can be awkward on a first date.  I kind of like to go out to dinner on a first date and have a conversation then.  If your date can carry on a conversation over dinner, then the stars may just align.","Thanks, I liked it and it was an interesting exercise.","Yeah, and most of my last dates have been to a movie theater, too.  Usually, my date is so boring, I just end up falling asleep during the movie.  At least, I get to catch up on my nap time.","Oh, yeah, and it is really great if your date loves movies as much as you do.  I really love movies and love to talk about them.  The best thing ever would be if my date was a real movie freak like me.","That's really true and it is an easy way to find out if you and your date have anything in common.  To be honest, if you can't agree on the types of movies you like then things may be doomed from the start.",,
3EHVO81VN56WP2DFFRHGQKGB7CGH15,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3SPJ033422PSSYH25IWC443MHSWJYP,A1WML1ZP2ISAR7,Approved,Sat Jun 03 12:44:07 PDT 2017,Sat Jun 03 12:45:21 PDT 2017,Sun Jun 18 12:45:21 PDT 2017,Sun Jun 11 21:17:01 PDT 2017,,,74,100% (13/13),100% (13/13),100% (1/1),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A31NREVPH2XDCO,Answer.TalkMore,Let's talk about entertainment.,"But these days, concert tickets can be so expensive, if you can even get any in time that the go on sale online.",Have you seen any good concerts lately?,,Maybe they can sneak in.,Ticket prices are crazy. I paid 400 to see TOm Petty,I feel bad for those who want to go but can't afford it.,,
301KG0KX9C63ENVBYVHUV3QGZIUH2M,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3M81GAB8A15D1DS4QG21TUH7AE3QB5,A3L5XFNSOY6QET,Approved,Sat Jun 03 10:39:26 PDT 2017,Sat Jun 03 10:53:16 PDT 2017,Sun Jun 18 10:53:16 PDT 2017,Sun Jun 11 21:17:01 PDT 2017,,,830,100% (1/1),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A31NREVPH2XDCO,Answer.negative,Let's talk about entertainment.,Needless to say the Duran Duran audience was yawning during Vaughan's opening act.,Yeah it reminds me of that green day concert I went to last year where the audience was unenthusiastic.,None,Yeah I'm pretty sure the audience was on the verge of falling asleep standing up!,The audience seemed to be very low energy and didn't seem to be as into the music as they should have been.,"Yeah, it really could have been better. I think the band needs to start with a more exciting song.",,
3PCPFX4U40B0SA6Q5GJVO0C6Z9VQFB,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,36H9ULYP63GMS7070S4OFJW6BG8JFS,A2WQWHBN0BF4U7,Approved,Fri Jun 02 22:57:12 PDT 2017,Fri Jun 02 23:10:06 PDT 2017,Sat Jun 17 23:10:06 PDT 2017,Sun Jun 11 21:17:01 PDT 2017,,,774,100% (11/11),100% (3/3),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A31NREVPH2XDCO,Answer.positive,Let's talk about entertainment.,"I really love live concerts, mostly rock bands.","i seldom attend live concerts,i had prefer see a live jazz performance, do you have any interest in  jazz music?",none,"it comes with all the live parkage as well,live pick pocketing,seeing your favorite artist get too high they don't remember the next line to their own song.","me too,live concert are a way to get to see your favorite stars in person,beside it gives a different feel from just listening on cd or via earpiece",these days with artist only miming to their track on cd when they ought to perform with a live band i see no difference just playing the cd at home if that is what they would still slot in and just jump around the stage miming to it.,,
3OREP8RUT2WJ240WXISNBWHJEOUBGJ,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3VP0C6EFSHIGAMDH2WEC15BAM7LM69,A1MJVTR0PCKBWW,Approved,Fri Jun 02 16:26:10 PDT 2017,Fri Jun 02 16:31:42 PDT 2017,Sat Jun 17 16:31:42 PDT 2017,Sun Jun 11 21:17:01 PDT 2017,,,332,100% (3/3),100% (3/3),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A31NREVPH2XDCO,Answer.rhetorical,Let's talk about entertainment.,"My first concert was Duran Duran in 1982, Stevie Ray Vaughan opened for them.",My first concert was the same year that I had to move away from Boston. Not a good time.,None,"Wow. That was some time ago, pretty sure they don't look the way they did back then!","There were lots of music acts out at the time, but I preferred them over the rest.",I think those are both great acts and would be wonderful as a first concert.,,
3SA4EMRVJVNOVUQL2LLLLOZSOBL0PR,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,369J354OFEWGICHVRTGHO0RDQQQ6GC,A1WML1ZP2ISAR7,Approved,Sat Jun 03 15:44:30 PDT 2017,Sat Jun 03 15:46:02 PDT 2017,Sun Jun 18 15:46:02 PDT 2017,Sun Jun 11 21:17:01 PDT 2017,,,92,100% (13/13),100% (13/13),100% (1/1),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2CSV75E3JT58Y,Answer.TalkMore,Let's talk about technology.,The world got along fine before the internet and smart phones and computers and there was less stress in the workplace because technology has replaced many jobs,Have you seen the latest Apple computer?,no,"But computers could replace you and everyone , we wont need humans",you are correct. I remember when I was growing up there was  no such thing as  computers and we got a long fine. There were plenty of jobs.,"Yes, there were. Sad how things change",,
3MGHRFQY2LAI48IMT8H4YFS4SGNY0I,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,351SEKWQS13FVVSWCJMQ7BL23XODMG,A1UEVG6U64A6IV,Approved,Sat Jun 03 00:17:26 PDT 2017,Sat Jun 03 00:25:12 PDT 2017,Sun Jun 18 00:25:12 PDT 2017,Sun Jun 11 21:17:01 PDT 2017,,,466,100% (3/3),100% (3/3),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2CSV75E3JT58Y,Answer.negative,Let's talk about technology.,If computers had been in charge of the D-Day invasion the Nazis would have hacked them and known about it in advance and we might all be speaking German right now.,"Speaking of which, what is your opinion on Japanese robots helping seniors in retirement homes?",None,"Yeah, why don't we just build HUMAN bots that cry a lot for the HUMANITY, that will help us get things done.","Yes, imagining the Nazis with their hands on the technology we have today is quite scary. If they could do as much damage as they did with their limited technology, just think of how much more they could do with the technology of today.",The D-Day invasion scenario brings up an interesting point. I think it is important to think about the effects that technology has on humanity rather than just inventing technology for the sake for it.,,
39WSF6KUV2651KTEVS7LHDW687YOEJ,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3Z4XG4ZF49DE8CV99IDJW0NZZAAX8D,A2WQWHBN0BF4U7,Approved,Fri Jun 02 23:19:14 PDT 2017,Fri Jun 02 23:26:55 PDT 2017,Sat Jun 17 23:26:55 PDT 2017,Sun Jun 11 21:17:01 PDT 2017,,,461,100% (11/11),100% (3/3),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2CSV75E3JT58Y,Answer.positive,Let's talk about technology.,Technology is important but it seems like it runs our lives nowadays rather than the other way around,"the movie ""Robot"" by Will Smith kinda summarizes what we're up against in the future,have you seen it, or don't you watch science fiction movies?",,"i am yet to see a technology that would help me do my homework,read for my exams and go write them and come out with good grades, then it can run myself for all i care lol",well i think that's the purpose anyway to make live as easy as possible and allow technology do the hassles.,aside that it has seen many lose their jobs to technology and increasing the unemployment rate.,,
3TKXBROM5TV3GE43BY57UWDC16VJI4,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,3OHYZ19UGDR5XRAW5PA19E21DRAOA2,A2YE2I9DYV9OKW,Approved,Fri Jun 02 17:02:39 PDT 2017,Fri Jun 02 17:09:37 PDT 2017,Sat Jun 17 17:09:37 PDT 2017,Sun Jun 11 21:17:02 PDT 2017,,,418,100% (145/145),100% (110/110),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2CSV75E3JT58Y,Answer.rhetorical,Let's talk about technology.,"One of the biggest events in history, the D-Day invasion, was planned in secret by Gen. Eisenhower and his staff using only file cards and it saved the world from the Nazis","If we had to launch a D-Day invasion today, do you think we could pull it off? Or have we overcomplicated everything too much?",,"I know, file cards are amazing. Think about what Alexander the Great might have accomplished if he had access to them.","That's true, but they probably would have used the atom bomb if they had had it in time, and that's one of the most scientifically complex devices ever created by humans.","At the end of the day I suppose that technology is really only a tool, the important thing is the people using it, and maybe how they use it.",,
3L21G7IH47HIBX34PRL4CKBEX8TY1L,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,32EYX73OY1VS9DGA3M8W3AJ0VHLURS,A2YE2I9DYV9OKW,Approved,Fri Jun 02 16:52:39 PDT 2017,Fri Jun 02 17:01:00 PDT 2017,Sat Jun 17 17:01:00 PDT 2017,Sun Jun 11 21:17:02 PDT 2017,,,501,100% (145/145),100% (110/110),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2XDTFD9AEM144,Answer.TalkMore,Let's talk about technology.,Technology has advanced so much and so quickly in the past decade.,"Other things have changed rapidly, too, like social norms and culture. I wonder how we decide what gets classified as technology and what doesn't.",,"Yeah, it's probably due for a change where it will start getting more primitive for a while.","That's true, things keep getting faster. Have you heard about the concept of the singularity, where technological change will reach a point after which the world will be so different that it will be unrecognizable?","In a lot of ways it has, I never dreamed I'd have a house without a landline phone. But some things stay the same: No flying cars, no jet packs, no vacations on the moon.",,
3TY2U1TEB7VZBPO9TGQ76XSCELKJJG,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,Continue the Conversation Step 2,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Fri Jun 02 16:24:54 PDT 2017,1,BatchId:2824620;OriginalHitTemplateId:920937336;,3600,1296000,Fri Jun 09 16:24:54 PDT 2017,,,36WLNQG780WO4A2ZHP71ZDSTRABEBB,A2CSV75E3JT58Y,Approved,Sat Jun 03 07:31:35 PDT 2017,Sat Jun 03 07:34:19 PDT 2017,Sun Jun 18 07:34:19 PDT 2017,Sun Jun 11 21:17:02 PDT 2017,,,164,100% (18/18),100% (14/14),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,A2XDTFD9AEM144,Answer.negative,Let's talk about technology.,Reading texts from my 60 year old mother-in-law is like trying to decipher hieroglyphics.,"Speaking of baby boomers, I need to get a birthday present for my aunt. Do you think she would like one of the Amazon fire tablets?",,Yeah - when they were growing up the closest thing to a computer was an adding machine.,I have the same problem with texts from my Dad.  I guess the baby boomer generation is not too tech savvy,That's true for some of them but you have to remember that they grew up without computers or smart phones,,
