HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITTYPE_ID_level1,Input.HITTYPE_ID_level2,Input.WORKER_ID_level1,Input.WORKER_ID_level2,Input.Dialogueacts_level1,Input.Dialogueacts_level2,Input.slot0,Input.slot1,Input.slot2,Answer.change,Answer.comments,Answer.joking_sarcastic,Answer.more_detail,Answer.sympathetic,Approve,Reject
3KVQ0UJWPX6DAA9NBD5SUD3FYIQW5Y,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:32 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:32 PDT 2017,,,3EA3QWIZ4JH0G1Y2DUODKMW7PN4TI1,A3MDIA7JN82PF,Approved,Tue Jun 06 08:49:57 PDT 2017,Tue Jun 06 08:58:17 PDT 2017,Wed Jun 21 08:58:17 PDT 2017,Sun Jun 11 22:05:54 PDT 2017,,,500,100% (22/22),100% (22/22),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A2CSV75E3JT58Y,Answer.negative,Answer.elaboration,Let's talk about technology.,Reading texts from my 60 year old mother-in-law is like trying to decipher hieroglyphics.,Yeah - when they were growing up the closest thing to a computer was an adding machine.,Every generation is shocked at their innovation.The generation before our parents and grandparents was shocked at adding machines. Socrates was shocked at writing.,,Someday we'll be like that. Everyone will be flying cars and computers will be in watches and we'll be so confused.,The things my grandma sends me are so cute. She doesn't understand the concept of a Facebook wall and a private message.,I can't imagine what it would be like to see so much new innovation in my lifetime. From factor development to driverless cars-no wonder it's confusing.,,
3L21G7IH47HIBX34PRL4CKBEXALY1H,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:27 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:27 PDT 2017,,,37TD41K0AIV8OYZNWKN1ZE2QAZPCSC,A2VST4NDTKAMAD,Approved,Tue Jun 06 06:05:29 PDT 2017,Tue Jun 06 06:13:30 PDT 2017,Wed Jun 21 06:13:30 PDT 2017,Sun Jun 11 22:05:35 PDT 2017,,,481,100% (4/4),100% (4/4),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A3TJOSEGRRDAM5,A1UEVG6U64A6IV,Answer.rhetorical,Answer.elaboration,Let's talk about politics.,"When I was at Whole Foods last night, there were more people watching MSNBC on their Lounge TV then were watching the game on Super Bowl Sunday!","Yeah, I'm SURE that writing to state representatives does SO MUCH, it's not like Russia FIXED the election or anything.",Have you heard about how our President decided to not join the France Treaty? I think it was just a bad choice on his part.,no,State representative have the best jobs. I don't even think they look at the letter that people send to them. Russia owns us rent now. We need to start speaking Russian.,"Ya, I ponder on that everyday on if Russia FIXED the the election. It just looks too real with all the facts that we have seen lately. I have written to my state representative before.",It's just crazy these days knowing that people are more into politics then things like sports. It may actually be a good thing knowing whats going on in the world and what are politicians are doing.,,
3L2OEKSTW9V0MXNPOCUJRUYMBGRY81,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:30 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:30 PDT 2017,,,31JLPPHS2VG5D6BBWAVRM6OV7W13OY,AR1DW7M787JN5,Approved,Mon Jun 05 23:59:14 PDT 2017,Tue Jun 06 00:07:45 PDT 2017,Wed Jun 21 00:07:45 PDT 2017,Sun Jun 11 22:05:46 PDT 2017,,,511,100% (5/5),100% (5/5),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A2L7S6RZOZ6NM9,Answer.TalkMore,Answer.joking_sarcastic,Let's talk about entertainment.,the entertainment news programs are like p.r. machines for hollywood,"Yea, I agree. They are pretty cool. They really do a great job of making us privy to all of the latest news.","I could never really get into stricter forms of news, even reading the paper is a long drawn out process that's a struggle to make it through.",no,It's kind of sad that the best and most informative news is fake news isn't it,"I've always been a fan of weekend update on SNL, they give me the information I need without the scare tactics.",It's always fun watching the cast members dress up like they're part of the story. I think it's amazing that former cast members are now on their own shows that I can watch throughout the week.,,
3L55D8AUFAI2Y0D25OAOTGU517CYC7,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:32 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:32 PDT 2017,,,34YB12FSQZAI7F2NE9NYDWOZGZTGM2,A2B0Y8A9NMCF6J,Approved,Mon Jun 05 16:42:37 PDT 2017,Mon Jun 05 16:46:36 PDT 2017,Tue Jun 20 16:46:36 PDT 2017,Sun Jun 11 22:05:51 PDT 2017,,,239,100% (4/4),100% (4/4),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A1WML1ZP2ISAR7,Answer.TalkMore,Answer.joking_sarcastic,Let's talk about technology.,The world got along fine before the internet and smart phones and computers and there was less stress in the workplace because technology has replaced many jobs,"Yes, there were. Sad how things change",How about our old mode of shopping?  Have you gone to any of the going out of business sales?,,"We can all be in a room together, not talking, sending each other messages: how are we going to eat?  how are we going to pay the rent?","People just can't focus on the job at hand anymore, so many interruptions!","I suppose we can all try to control our own habits.  If you work hard at it, you can minimize the interruptions",,
3LAZVA75NICD64HY28CKFCNHB60O2D,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:29 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:29 PDT 2017,,,3BEFOD78W7F2VZ93J8LX47RWQXDM4K,A36UNJ6KIIJTE7,Approved,Tue Jun 06 10:30:06 PDT 2017,Tue Jun 06 10:35:48 PDT 2017,Wed Jun 21 10:35:48 PDT 2017,Sun Jun 11 22:05:43 PDT 2017,,,342,100% (1/1),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A2YE2I9DYV9OKW,Answer.positive,Answer.continuation,Let's talk about fashion.,I don't pay much attention to the latest fashion trends,"I didn't use to, but I got sucked into it when I started watching Project Runway.","Speaking of TV shows, have you seen the new season of Master of None? It was hysterical!",NA,"Oh, is that the show where they construct airport runways? Sounds pretty boring!","Interesting, I've never seen Project Runway but I read an article the other day about a study conducted to determine whether fans of the show were more likely to spend large amounts of money on clothing.",I wouldn't have anticipated that you would like Project Runway. What aspects of it attracted you?,,
3LN50BUKPVW1SQF7RE74J8RGRBNLPG,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:30 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:30 PDT 2017,,,3DUZQ9U6SNA4N75NN1I6P6QFV3CVSV,A2L7S6RZOZ6NM9,Approved,Mon Jun 05 16:16:25 PDT 2017,Mon Jun 05 16:17:37 PDT 2017,Tue Jun 20 16:17:37 PDT 2017,Sun Jun 11 22:05:45 PDT 2017,,,72,100% (128/128),100% (128/128),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A3KL0G33VCL8XK,Answer.rhetorical,Answer.joking_sarcastic,Let's talk about fashion.,I remember when I was in middle school and fuzzy 'carpet' shirts were in style. No one would be caught dead in those today.,Those shirts bring back good memories when we were kids and maybe someone would wear them today to feel good.,"Sometimes, its fun to keep up with the latest fashion trends. It helps to keep me interested.",,"Yea, now I would get beat up for wearing those in public. They are not the most fashionable anymore.","Yea, I remember when  those were in style. Now days, I feel like they just wouldn't quite work.","Yea, those were in style for a long time back in the day. That was a fun time.",,
3LOJFQ4BOX0HJNUZ15484EXCOSFDKR,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:26 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:26 PDT 2017,,,3HPZF4IVNNF5KKBWVQFQH0QRRJUCYX,A3PB0KSWXYUEAY,Approved,Mon Jun 05 20:14:37 PDT 2017,Mon Jun 05 20:16:42 PDT 2017,Tue Jun 20 20:16:42 PDT 2017,Sun Jun 11 22:05:33 PDT 2017,,,125,100% (64/64),100% (30/30),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A3TJOSEGRRDAM5,A28LE67Q1YR9TV,Answer.TalkMore,Answer.change,Let's talk about politics.,I am soooo tired  of talking politics!,"Yeah, no kidding. There was this news about them building a new rec center downtown.",Speaking of rec center are you still on for Basketball tomorrow with the guys at 5pm?,none,"Another rec center? No way, I swear they just continue to waste taxpayer dollars on anything.",Oh yea I read that in the paper it should be built and complete around 2019.,Although I am tired about politics I do agree that it is important to stay informed with what is going on.,,
3LVTFB9DE5366A2LG0PD6LCI0QNQG6,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:29 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:29 PDT 2017,,,3Z4AIRP3C7ZWXCBOAX44HQ0RLJE1X1,A2F7BVFNX8BB5C,Approved,Tue Jun 06 12:45:22 PDT 2017,Tue Jun 06 12:49:55 PDT 2017,Wed Jun 21 12:49:55 PDT 2017,Sun Jun 11 22:05:41 PDT 2017,,,273,100% (13/13),100% (13/13),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A3DSAIFZ7KJPO1,A1YI99FRUDX2M7,Answer.rhetorical,Answer.elaboration,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.","I don't know if it was a good look then, or a good look now.  But you could pull it off.","Speaking of flared jeans, do you remember JNCOs? You could make a four man tent out of a single pair of jeans. What were we thinking?",,"Just goes to show - keep your clothes and they'll cycle into fashion again. And if you're too fat to fit into them you can always give them to your daughter, haha.","Oh, I remember the flared jeans, that weird awkward fashion transition between bell bottoms and skinny jeans. I'm pretty sure I still have a couple of pairs.",I hope you both put on your fresh fashionable outfits and had a girls' day out. Do you have pictures? Please say yes.,,
3LXX8KJXPWUO6O2XNHRZPZVVHCAO95,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:31 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:31 PDT 2017,,,3VBEN272MLLL5AFSY6JKP5N58RYGS7,A3V9FO37B3YIKH,Approved,Tue Jun 06 08:31:49 PDT 2017,Tue Jun 06 08:36:33 PDT 2017,Wed Jun 21 08:36:33 PDT 2017,Sun Jun 11 22:05:48 PDT 2017,,,284,100% (7/7),100% (7/7),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A2CSV75E3JT58Y,Answer.negative,Answer.continuation,Let's talk about entertainment.,"When I was eight months pregnant, we went to the movies and I had to waddle up and down the stairs to the restroom at least five times.",Lately it seems like most of the movies are either too violent or scary for my tastes.,"with your due date approaching we should go for a walk through the mall, i hear there is a great new store there we can check out for some fabulous baby clothes.",no,"they say that when you are ready for delivery and have a stubborn baby that exercise helps .... i'll go to the movies with you and we can see an action movie and go up and down the stairs to the restroom as often as you want, maybe that will make other action happen for you","They make movies to match what society seems to want, but i would like to see more romantic comedies myself",good grief it's been a long time since i have been to a theater that had stairs to go up and down to the restroom,,
3MD8CKRQZZ8G9D7M1LZG8OE3O46JR4,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:33 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:33 PDT 2017,,,3UWN2HHPUZRRF2WELAWFFPW292XSN2,A1BLRY24SGKZG6,Approved,Tue Jun 06 01:50:25 PDT 2017,Tue Jun 06 01:57:29 PDT 2017,Wed Jun 21 01:57:29 PDT 2017,Sun Jun 11 22:05:58 PDT 2017,,,424,100% (3/3),100% (3/3),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A0017268R9SKD8U2Y3F,A28LE67Q1YR9TV,Answer.negative,Answer.elaboration,Let's talk about sports.,The only guy who can date a supermodel and keep winning at sports is Tom Brady.,"Hey, I remember David Bowie winning the world cup after marrying that supermodel. Was that David Bowie? I might have just dreamed it.","So, who was it actually who won the world cup and married the model ? I'd like to know.",NA,"I guess writing your own music could be a bit of a sport within itself, don't you think ? He was very skillful.",That was not David Bowie who you are thinking of. David Bowie is a pop singer musician.,David Bowie's wife was discovered in East Africa by a photographer and shortly after become a supermodel. Could you believe it ?,,
3MDKGGG61Q8H1X57LRAMZZAGQJJT6L,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:29 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:29 PDT 2017,,,39LOEL67OTR2SEOVPT6VPKYVSPG38A,A2L7S6RZOZ6NM9,Approved,Mon Jun 05 16:19:50 PDT 2017,Mon Jun 05 16:21:24 PDT 2017,Tue Jun 20 16:21:24 PDT 2017,Sun Jun 11 22:05:44 PDT 2017,,,94,100% (128/128),100% (128/128),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A1YI99FRUDX2M7,Answer.TalkMore,Answer.elaboration,Let's talk about fashion.,Fashions change very often.,Unfortunately my wallet doesn't allow me to keep up with all the changes.  I guess I'm out of style.,I know Kim Khardashion is into fashion. Look at her these days. She just doesn't stop.,,"Well, somedays I would rather not be clued into the latest fashion trends. It helps to keep some money in my pocket.","Yea, well it doesn't sound like you're out of style. It sounds like you know what the style is, but can't afford it.","Yea, you are not out of style. You just seem to be having trouble purchasing the latest items.",,
3MGHRFQY2LAI48IMT8H4YFS4SIFY0E,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:27 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:27 PDT 2017,,,34Q075JO1YZO0M5D7LFX8CDGB9I01O,A30K6W37NLDKCX,Approved,Mon Jun 05 19:35:12 PDT 2017,Mon Jun 05 20:07:21 PDT 2017,Tue Jun 20 20:07:21 PDT 2017,Sun Jun 11 22:05:35 PDT 2017,,,1929,100% (4/4),100% (4/4),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A3TJOSEGRRDAM5,A1UEVG6U64A6IV,Answer.rhetorical,Answer.continuation,Let's talk about politics.,"When I was at Whole Foods last night, there were more people watching MSNBC on their Lounge TV then were watching the game on Super Bowl Sunday!","Yes, it really does seem that given the surprising election results in 2016, more people are becoming actively involved in politics.",I bet voter turnout will be much higher in 2018 after all the recent oddities.,,"Yeah, maybe I'll become ""active"" too, and share something on my facebook page, because that will change so much!","It does seem to have jolted people out of apathy, since a lot of people think they have a duty to really actively push for what they believe in now.","You can totally understand why, though, with all the divisive and angry rhetoric being spewed all the time now.",,
3MIVREZQVHJB8WY46RAS4D4B774QK9,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:31 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:31 PDT 2017,,,3OSWBBLG1FJQP7R0QQOZIS10A8OXDE,A2ECRNQ3X5LEXD,Approved,Mon Jun 05 14:06:13 PDT 2017,Mon Jun 05 14:10:01 PDT 2017,Tue Jun 20 14:10:01 PDT 2017,Sun Jun 11 22:05:48 PDT 2017,,,228,100% (15/15),100% (15/15),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A2CSV75E3JT58Y,Answer.negative,Answer.elaboration,Let's talk about entertainment.,"When I was eight months pregnant, we went to the movies and I had to waddle up and down the stairs to the restroom at least five times.",Yeah but they they go ahead and give the Oscar to Moonlight so go figure ...,Which movie do you think deserved the Oscar?,,Yeah moonlight SO deserved that Oscar. I have never seen a better movie in my ENTIRE LIFE!,I did not agree with that either. I don't think they were that creative when they voted on that.,Yeah it stinks sometimes because I feel like other movies were more deserving. Perhaps they were afraid of backlash like they got last year so that is why they gave in.,,
3MJ28H2Y1ET5510LKREIDJQTVGRO5E,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:30 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:30 PDT 2017,,,3LRLIPTPERVM70PH7XI82XLST2TAKT,A2CSV75E3JT58Y,Approved,Tue Jun 06 07:07:22 PDT 2017,Tue Jun 06 07:12:32 PDT 2017,Wed Jun 21 07:12:32 PDT 2017,Sun Jun 11 22:05:45 PDT 2017,,,310,100% (18/18),100% (14/14),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,AMX5R6NLYNA2K,Answer.positive,Answer.joking_sarcastic,Let's talk about fashion.,I think that high fashion is impractical. I prefer clothes that are more wearable and comfy over what looks artistic.,"Oh man, I completely agree. I even wear it outside of the house. All I care about is comfort, I'm not spending 50 dollars for  a t shirt.","Speaking of fashion, are you planning to go shopping at the discount stores anytime soon?",,I guess it confirms the old saying - a fool and his money will soon be parted.,I couldn't agree more.  Anyone who who spends 50 dollars on a t shirt has more money than common sense.,They don't seem to realize that the same t shirt will go on sale for 50 percent off at some point so what's the big rush to waste money?,,
3MQKOF1EE298ENOGQJNBSPR7BZODWN,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:30 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:30 PDT 2017,,,3OXV7EAXLFCFO057WE9X5624MVT36T,A2L7S6RZOZ6NM9,Approved,Mon Jun 05 17:56:33 PDT 2017,Mon Jun 05 18:02:10 PDT 2017,Tue Jun 20 18:02:10 PDT 2017,Sun Jun 11 22:05:46 PDT 2017,,,337,100% (128/128),100% (128/128),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A3PB0KSWXYUEAY,Answer.positive,Answer.elaboration,Let's talk about entertainment.,there is too much entertainment news on tv nowadays,Yeah right there is not enough on television now with all this Trump news.,Sometimes I like to watch music videos on TV. Those usually hold my interest pretty well.,,Why can't we just all be friends. I just wanna like Trump and stop hearing about all his flaws.,"Yea, its annoying. He's our president and it sucks, but it is what it is. How much can we keep talking about it.",I agree. Theres only so much you can say about the same thing. At some point you just have to accept it.,,
3MYASTQBG7W3UQSUEAO5009LNY7DQJ,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:29 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:29 PDT 2017,,,3IX2EGZR7C5JVX5GRN4IW8APEGNRJN,A3PB0KSWXYUEAY,Approved,Mon Jun 05 20:12:29 PDT 2017,Mon Jun 05 20:14:33 PDT 2017,Tue Jun 20 20:14:33 PDT 2017,Sun Jun 11 22:05:41 PDT 2017,,,124,100% (64/64),100% (30/30),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A3VOG7TQCAYWAJ,Answer.TalkMore,Answer.change,Let's talk about fashion.,Fashion keeps changing because the designers need to convince people they need to buy the latest looks so the designers can keep charging outrageous amounts for them,"What I really love about fashion is the underground designers.  Those actual artists that make high quality, beautiful items, that a normal person could afford.  You can usually find gorgeous outfits at the smaller boutiques.  I really prefer to shop at those quaint local establishments.",I agree but I did not like the most recent designs released by some of the most popular underground designers.,,No way I would never shop at local shop that doesnt have high end designer fashion labels.,I agree some of the local shops are much more affordable and just as fashionable.,I prefer department stores but believe that underground designers do have some great fashion sense.,,
3MYASTQBG7W3UQSUEAO5009LNY7QDW,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:28 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:28 PDT 2017,,,3NG53N1RLW59Z3TINR322N1WXMSP8U,A2L7S6RZOZ6NM9,Approved,Mon Jun 05 19:03:27 PDT 2017,Mon Jun 05 19:04:31 PDT 2017,Tue Jun 20 19:04:31 PDT 2017,Sun Jun 11 22:05:38 PDT 2017,,,64,100% (128/128),100% (128/128),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A31NREVPH2XDCO,A2YE2I9DYV9OKW,Answer.negative,Answer.joking_sarcastic,Let's talk about politics.,"I can quickly find out if I like someone or not based on their political views, haha...","I'm always amazed when I hear about romantic couples who are polar opposites politically, I can never figure out how something like that happens.",I just wish we could all be friends. I like to meet people with all different views.,,Who knows. I couldn't be with somebody who support big bad Trump. I know that much.,I guess they are very much a like in many other ways. It sorta seems possible.,They might not think politics are that important or they like listening to other perspectives. Who knows.,,
3N2YPY1GI6J0R42BW4TZC5QE42NVEO,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:27 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:27 PDT 2017,,,36W0OB37HX0W6IWHD4VA6YW9A6HHZI,A2YE2I9DYV9OKW,Approved,Tue Jun 06 10:18:53 PDT 2017,Tue Jun 06 10:25:45 PDT 2017,Wed Jun 21 10:25:45 PDT 2017,Sun Jun 11 22:05:34 PDT 2017,,,412,100% (145/145),100% (110/110),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A3TJOSEGRRDAM5,A2YE2I9DYV9OKW,Answer.positive,Answer.elaboration,Let's talk about politics.,Everyone I know is going crazy over the Comey Dismissal,"Well, all I know is that it takes a lot of heat off of me. Do svidaniya, Comey!",I don't know why everybody's focused on this maybe-or-maybe-not scandal when there's more than enough to be upset about with that state of which laws are or aren't getting passed.,NA,I'm sure it's very helpful. Will this give you more time to focus on moose and squirrel?,"All joking aside, it's a serious issue. It's kind of like what Nixon did to try to put a lid on Watergate.","Ha ha. It is kind of comical, everyone freaking out trying to find a culprit when it's not even clear what exactly the crime is supposed to be.",,
3N7PQ0KLI5AGFV0SCUNTTAYVDIUE3A,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:32 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:32 PDT 2017,,,3BWI6RSP7HV12YZ948VLUB6X8XS7EG,A2YE2I9DYV9OKW,Approved,Tue Jun 06 07:26:35 PDT 2017,Tue Jun 06 07:32:58 PDT 2017,Wed Jun 21 07:32:58 PDT 2017,Sun Jun 11 22:05:53 PDT 2017,,,383,100% (145/145),100% (110/110),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A2CSV75E3JT58Y,Answer.negative,Answer.change,Let's talk about technology.,Reading texts from my 60 year old mother-in-law is like trying to decipher hieroglyphics.,"Speaking of baby boomers, I need to get a birthday present for my aunt. Do you think she would like one of the Amazon fire tablets?",You know what makes a great gift? An immersion blender. They're really useful in the kitchen but most people never think to buy them for themselves.,NA,"I don't know, but apropos of nothing MY birthday is coming up pretty soon...","Probably, I got one for my mom and she uses it all the time now. It was a big hit.","That's a good idea, a tablet-style interface is probably a better fit for older people than some other types of devices.",,
