UniqueID,DialogueActs,Texts
2408,Positiver,I've heard them in commercials and it seems quite possible.
2409,Rhetorical,Is there anyone who wants a robot as their closest adviser?
2410,prompt,"I really like I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational."
2411,TalkMore,"Yes, I am interested in that to.  Do you know how the advancements in this field are going?  Do you have any cool agents on your devices?"
2412,Negative,"I'm not interested in talking to computers.  I'd rather talk to a living, breathing person then spend time chatting with a robot which doesn't feel anything."
2413,Positiver,"Yes, I cannot wait for ""conversational agents"" to get more advanced.  It will be cool to be able to talk to anyone, anytime even if it isn't a real person."
2414,Rhetorical,"Yes, won't advanced conversational agents be so cool?  It will be awesome if they could respond the same as humans do."
2415,prompt,"I really like I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational."
2416,TalkMore,Yeah? Do you think they will?
2417,Negative,I don't think they will. Robots will always sound stiff and fake.
2418,Positiver,I think they can! They'll be like real people in no time flat.
2419,Rhetorical,How can a robot sound more conversational?
2420,prompt,"I really like When I was 10, I spent all my time outdoors playing soccer."
2421,TalkMore,How long did you play it for?
2422,Negative,"I sometimes think, though, soccer moves too slow and therefore can be pretty boring to watch."
2423,Positiver,That is very cool.
2424,Rhetorical,But have you ever seen a kid who didn't think soccer was cool?
2425,prompt,"I really like When I was 10, I spent all my time outdoors playing soccer."
2426,TalkMore,Did you play on a soccer team?  Were you really good at it?
2427,Negative,"I personally never understood why everybody made a big deal about playing soccer.  It could be because my brothers all played baseball, not soccer, so we always had baseball paraphernalia around the house."
2428,Positiver,Soccer is so much fun!  I used to play it with my brothers.  That brings back great memories for me.
2429,Rhetorical,Didn't we all play soccer all the time when we were 10?  We used to play for hours and our parents had to force us to go inside for dinner.
2430,prompt,"I really like When I was 10, I spent all my time outdoors playing soccer."
2431,TalkMore,"What position did you play? I was a midfielder most of the time, but I played goalie as well."
2432,Negative,Soccer is not a real sport. Everyone fakes injuries and nobody ever scores?
2433,Positiver,"Soccer is an amazing sport. And almost everywhere in the world, there are soccer teams. There is so much to watch and so many people to play with."
2434,Rhetorical,Why do we stop playing when we get older? I feel like I haven't taken a day and just ran outdoors since I was in high school.
2435,prompt,"I really like When I was 10, I thought I could be a professional baseball player."
2436,TalkMore,Really? What team did you want to play for?
2437,Negative,"It's a good thing you abandoned that dream. I mean, you're good, but not professional level."
2438,Positiver,That's awesome. You should still go for it!
2439,Rhetorical,What kid didn't have big dreams?
2440,prompt,"I really like When I was 10, I thought I could be a professional baseball player."
2441,TalkMore,The 7th inning stretch can sometimes be really long or go by really quickly depending on the teams.
2442,Negative,I was just a dumb 10 year old though.
2443,Positiver,I was the best player on my team at the time.
2444,Rhetorical,Why couldn't I be professional baseball player?
2445,prompt,"I really like When I was 10, I thought I could be a professional baseball player."
2446,TalkMore,What is your favorite team?  What positions did you play?
2447,Negative,I hate baseball.  It's such a boring sport to watch.
2448,Positiver,I love baseball.  It's so fun to hit the ball.
2449,Rhetorical,Who wouldn't want to grow up to be a superstar athlete?  That would be awesome!
2450,prompt,"I really like When I was 8, I thought I could be a professional ballerina."
2451,TalkMore,Oh really? Please tell me some more!
2452,Negative,Why? That i something that does not suit you well.
2453,Positiver,I bet you could have been a great one.
2454,Rhetorical,Why would you want to do that? Seems a little silly/
2455,prompt,"I really like When I was 8, I thought I could be a professional ballerina."
2456,TalkMore,Oh? What made you decide not to?
2457,Negative,"Ah, yeah, you probably were right to forget that. No offense, but ballet is just too hard for most people, you know?"
2458,Positiver,That's cool! You should keep trying to be one! I think you can do it!
2459,Rhetorical,Who hasn't dreamed of being a pro someday?
2460,prompt,"I really like When I was 8, I thought I could be a professional ballerina."
2461,TalkMore,What is your favorite ballet? Have you ever seen one in person?
2462,Negative,I don't see myself ever being tht talented.
2463,Positiver,I have always loved their grace.
2464,Rhetorical,I wonder if they enjoy what they do since it's so nice?
2465,prompt,I really like Watching the Tour De France is like watching beetles walk across the garden.
2466,TalkMore,What do you think of funny car races?
2467,Negative,"On the other hand, I feel ya. It is so monotonous watching the same motions over and over again."
2468,Positiver,It can be so rewarding though when they finally get to the finish!
2469,Rhetorical,Is there a type of racing that isn't repetitious?
2470,prompt,I really like Watching the Tour De France is like watching beetles walk across the garden.
2471,TalkMore,What do you mean? All my friends are really into Tour de France.
2472,Negative,"Yeah, ugh, who gives a shit about cyclers. It's dumb."
2473,Positiver,"Like, cool beetles. Really great beetles. Strong ass beetles, imo."
2474,Rhetorical,Are sports not your thing?
2475,prompt,I really like Watching the Tour De France is like watching beetles walk across the garden.
2476,TalkMore,Oh? What do you prefer to watch intead?
2477,Negative,The Tour De France is so boring. I can't stand it.
2478,Positiver,I love the Tour De France! It's so engaging.
2479,Rhetorical,Who doesn't like a good race?
2480,prompt,I really like Bowling must be the one of the most boring sports to watch.
2481,TalkMore,"Yeah, I agree, bowling would be boring, but what would make it more interesting?"
2482,Negative,"Yeah, it is a sport that is much funner doing than watching."
2483,Positiver,"I think any Championship game would be exciting, including bowling."
2484,Rhetorical,Do you think bowlers get tired of it too?
2485,prompt,I really like Bowling must be the one of the most boring sports to watch.
2486,TalkMore,Yeah? What sports do you actually find interesting?
2487,Negative,"I agree, bowling is so boring! It's the same thing in and out."
2488,Positiver,"I like bowling, actually. It's a sport that requires precise aiming and good dexterity."
2489,Rhetorical,Who could stand to watch a bowling game?
2490,prompt,I really like Bowling must be the one of the most boring sports to watch.
2491,TalkMore,What kinds of sports do you like to watch? What is it about bowling that you find so disinteresting?
2492,Negative,"I hate bowling. It's so boring and uninteresting, I fall asleep every time I watch it."
2493,Positiver,I love bowling! It's so much fun because it's a physical sport but it's also relaxing.
2494,Rhetorical,Does anyone actually like to watch bowling? I haven't met a single person who does.
2495,prompt,I really like I wonder if people who like to watch sports are always sportier and like to play some sport themselves.
2496,TalkMore,Good question. What do you think? Do you think they are?
2497,Negative,What does it matter?
2498,Positiver,That's a good question. I wonder that as well. I bet they are sportier.
2499,Rhetorical,"You would think they would be, right?"
2500,prompt,I really like I wonder if people who like to watch sports are always sportier and like to play some sport themselves.
2501,TalkMore,"Hm. You like sports, so are you sporty yourself?"
2502,Negative,"Nah, I think most of them are just spectators."
2503,Positiver,I think so! Sports inspires them to be sporty too!
2504,Rhetorical,What inspires people to be sporty?
2505,prompt,I really like I wonder if people who like to watch sports are always sportier and like to play some sport themselves.
2506,TalkMore,Which is your favorite sport to watch?
2507,Negative,Yeah but then again a lot probably don't because look how many out of ahpe people you know who also love sports.
2508,Positiver,It would seem that way because they usually so passionate about it.
2509,Rhetorical,Is the armchair referee eating a bowl of Doritos really gonna try out for the local baseball team?
2510,prompt,"I really like I try to get exercise every day, either go for a walk, or a bike ride or something."
2511,TalkMore,Oh? Got any tips on how to stay committed?
2512,Negative,Leave me out. I hate exercise.
2513,Positiver,That's a good idea! I'll join you!
2514,Rhetorical,Who couldn't use a little physical activity?
2515,prompt,"I really like I try to get exercise every day, either go for a walk, or a bike ride or something."
2516,TalkMore,Which activity do you feel you get the most benefit from?
2517,Negative,Just make sure you don't overdo it or it won't be fun for you anymore.
2518,Positiver,That is the best thing you can do for your body.
2519,Rhetorical,I mean does anyone really want to be known as weirdo that lives in spandex?
2520,prompt,"I really like I try to get exercise every day, either go for a walk, or a bike ride or something."
2521,TalkMore,Thats great. I usually like to ride my bike near the beach. Have you gone hiking or tried yoga? Those are a lot of fun as well.
2522,Negative,I rarely exercise. I can never find the time and when I do it's just so boring. I would rather do something else.
2523,Positiver,I do too. Its a great way to clear your mind and start the day.
2524,Rhetorical,Why just sit at home? There's so many other things you can do instead.
2525,prompt,I really like Why would someone pin their whole life's dreams on getting into the Olympics? It must require an incredible kind of person and commitment.
2526,TalkMore,"i don't really think about how they got to the Olympics i just enjoy watching them compete with each other, oh by the way did your country's soccer team qualify for this Olympics?"
2527,Negative,generally i don't enjoy any forms of sport so it really sound silly how someone would devote that much of their life for some gold neck chain.
2528,Positiver,to be an Olympian is a landmark achievement for anyone who can attain it so i could understand the sacrifice that goes along with.
2529,Rhetorical,"oh really?that's like saying we pin four years of our life to study just for a paper certificate,anything in life requires some level of sacrifice you know."
2530,prompt,I really like Why would someone pin their whole life's dreams on getting into the Olympics? It must require an incredible kind of person and commitment.
2531,TalkMore,Do you think you'll ever go to the OLympics?
2532,Negative,It can be crushing though if you work that long and don't make it. What a waste of time.
2533,Positiver,It is demonstration of great passion too.
2534,Rhetorical,What athlete wouldn't want to say they made it to the Olympics?
2535,prompt,I really like Why would someone pin their whole life's dreams on getting into the Olympics? It must require an incredible kind of person and commitment.
2536,TalkMore,I would  do  everything  I  could to help my loved ones  chase a  dream  like  a gold  medal .
2537,Negative,It  is kind  of  silly to chase  a  Olympic  dream    as  few make it .
2538,Positiver,It would  take some one  with a lot  of  strength  to   pursue  that dream .
2539,Rhetorical,Would you let a loved one   chase  a impossible dream
2540,prompt,I really like My favorite thing about going to a live game is watching the families bring their kids.
2541,TalkMore,Really? That's adorable I didn't know you liked kids! Do people bring their kids to games a lot?
2542,Negative,"Kids are noisy, annoying and messy. They ruin everything."
2543,Positiver,Oh yeah it's especially cute when you can tell it's the babies first game.
2544,Rhetorical,You're kidding right?
2545,prompt,I really like My favorite thing about going to a live game is watching the families bring their kids.
2546,TalkMore,What is your favorite sport to watch live?
2547,Negative,Sometimes though I think we take sports too seriously. I feel people need to encourage their kids to study rather than compete.
2548,Positiver,I know it's so heart warming to see that!
2549,Rhetorical,Do you really think your little Johnny is going to grow up to be the next Pete Rose?
2550,prompt,I really like My favorite thing about going to a live game is watching the families bring their kids.
2551,TalkMore,Do you have any kids? Do you go to games with them often?
2552,Negative,I hate when people bring their kids to games. Kids never know how to behave.
2553,Positiver,It's really nice to see families enjoy spending time with each other. Too many kids are attached to their phones and tvs and do not spend enough time with their families.
2554,Rhetorical,Why would anyone bring little kids to a live game? It ruins the experience for everyone else.
2555,prompt,"I really like I don't mind watching a D-league team, I just like to go out to a live game, for baseball or basketball or whatever."
2556,TalkMore,"i haven't really watched a d-league team play live,maybe you should call me when next you'd love to go.OK?"
2557,Negative,"why would you waste ticket money for a d-league team,don't think its worth it."
2558,Positiver,"i have watched several d-league team play live,i enjoy watching live games even if its the reserve team playing lol"
2559,Rhetorical,"are you serious?so you'd pay to watch a d-league team,all in the name of live game?lol"
2560,prompt,"I really like I don't mind watching a D-league team, I just like to go out to a live game, for baseball or basketball or whatever."
2561,TalkMore,What are your favorite sports to watch? Have you ever been hit by the ball?
2562,Negative,"Live sports suck. You have to sit out in the rain, heat, what have you, and if something interesting does happen it's over right away."
2563,Positiver,I love live sports. The connection to the players is so much greater!
2564,Rhetorical,Why would I pay lots of money to watch professional sports when I could watch the kid stuff for free?
2565,prompt,"I really like I don't mind watching a D-league team, I just like to go out to a live game, for baseball or basketball or whatever."
2566,TalkMore,"What do you like about live games? I've never been to one, so I don't know what to expect. What kind of games have you been to? Would I enjoy one even if I don't understand sports?"
2567,Negative,"I don't like sports, so I wouldn't want to go to any game. Sports make no sense to me and the games just drag on and on."
2568,Positiver,"Live games are so much fun to attend, whether you care about the teams or not. There's just something so exciting about being there during a live game!"
2569,Rhetorical,"What's not to live about live sports games? The energy, the excitement, not to mention the food, it's a great experience no matter who's playing!"
2570,prompt,I really like We have to drive over an hour and half to see a major league baseball game. I would just rather watch a D-league team that is close by.
2571,TalkMore,Yeah? Which D-league teams do you like?
2572,Negative,I'd much rather see a major league team. D-league teams are too low stakes.
2573,Positiver,I agree! Let's just stay in town and watch a D-league game.
2574,Rhetorical,Who'd want to spend an hour and a half in the car?
2575,prompt,I really like We have to drive over an hour and half to see a major league baseball game. I would just rather watch a D-league team that is close by.
2576,TalkMore,"Boy, I wish I was going with you. I'd love to check out a MLB game once in a while. Which MLB team is playing?"
2577,Negative,There's no reason to leave the house for a baseball game. Why would someone waste gas money on something they can watch on television?
2578,Positiver,It'll be good to get out and see the team in person. I bet you're going to enjoy the game.
2579,Rhetorical,Who wouldn't want to watch a D-league team? I'd be over at the stadium in a heartbeat.
2580,prompt,I really like We have to drive over an hour and half to see a major league baseball game. I would just rather watch a D-league team that is close by.
2581,TalkMore,It's been a while since I've gone to a game. Do you go often? What are your favorite teams?
2582,Negative,"I disagree, you get a much fuller experience at the major league games. It's worth it to support your favorite team and be around other fans. The D-league games don't compare."
2583,Positiver,"Absolutely, the minor league games are a lot of fun to watch. I have a much better time watching local games and avoiding all the crowds and traffic."
2584,Rhetorical,Why go through all that hassle? I wouldn't travel that far for a game either.
2585,prompt,I really like We have to drive over an hour and half to see a major league baseball game. We can't go as much as  I would like.
2586,TalkMore,When was the last time you went to a MLB game?  Who won?
2587,Negative,"Forget baseball.  Now college football, that's a sport worth driving for."
2588,Positiver,I love baseball games and the long drive is worth it!
2589,Rhetorical,"Man, who doesn't hate having to make a long drive home after a baseball game?"
2590,prompt,I really like We have to drive over an hour and half to see a major league baseball game. We can't go as much as  I would like.
2591,TalkMore,"Well, what would you like to do to pass the time on the way, anyway?"
2592,Negative,"Eugh, I know. I hate driving."
2593,Positiver,It won't be so bad! We can bond in the car!
2594,Rhetorical,Who likes long car trips?
2595,prompt,I really like We have to drive over an hour and half to see a major league baseball game. We can't go as much as  I would like.
2596,TalkMore,"How was the drive? Which stadium was it? I've been meaning to check out the new one, you have to tell me what you thought about it. Worth the drive?"
2597,Negative,"Ugh, I hate long drives, that must have been so annoying."
2598,Positiver,"I bet the times you do go are pretty great though, it's fun."
2599,Rhetorical,"At least you get to go at all, right?"
2600,prompt,I really like We have a local D-league team. It's amazing how much it brings the whole town together. People love it.
2601,TalkMore,What sport do you play?  How are you guys doing this year?  When is your next game?  I would love to come watch.
2602,Negative,Is D-League even very competitive?  It kind of sounds like a waste of time.
2603,Positiver,I love sports teams they are a great way to meet new friends and have fun at the same time.
2604,Rhetorical,Don't you love team activities?  I sure do.
2605,prompt,I really like We have a local D-league team. It's amazing how much it brings the whole town together. People love it.
2606,TalkMore,Do you watch them play? I bet it's a lot of fun. What sport is it? Tell me about it!
2607,Negative,"I don't really care for sports, and I don't like most people anyway. They're so lame."
2608,Positiver,I bet it does! There's not much like a local team to bring a community together!
2609,Rhetorical,Why wouldn't it? There's probably not a lot else to do as a community.
2610,prompt,I really like We have a local D-league team. It's amazing how much it brings the whole town together. People love it.
2611,TalkMore,"So, what is the name of your team? I've never heard of it and it sounds interesting."
2612,Negative,"D-League teams might bring the town together, but they're always disappointing. They'll never be good enough, and trap the town in mediocrity."
2613,Positiver,I'm glad that your team brings people together.  Too many don't.
2614,Rhetorical,Am I  the only one that prefers the big leagues?
2615,prompt,I really like I was a Warriors fan when they were at the bottom of the league. That was a long time ago obviously. I am still a fan.
2616,TalkMore,What other teams do you follow?
2617,Negative,I personally think fandom has gotten out of control because some people neglect their family to stay devoted to their sport.
2618,Positiver,That is nice you were always there for them.
2619,Rhetorical,Do you really think seeing your favorite team play is more important than your daughter's birthday?
2620,prompt,I really like I was a Warriors fan when they were at the bottom of the league. That was a long time ago obviously. I am still a fan.
2621,TalkMore,What do you like most about the team. Can you give me some stats
2622,Negative,I don't like them at all. Back in my home state I rooted for only one team.
2623,Positiver,Yes I think the warriors are great aren't they . It's great after all these years you are still rooting for them.
2624,Rhetorical,I think my team in my hometown is way better. That's just my opinion.
2625,prompt,I really like I was a Warriors fan when they were at the bottom of the league. That was a long time ago obviously. I am still a fan.
2626,TalkMore,Yeah? Tell me more about the Warriors.
2627,Negative,They aren't so good anymore.
2628,Positiver,I'm a fan too! I love them.
2629,Rhetorical,How could you not be a fan?
2630,prompt,"I really like I'm interested in this change in how people watch television that comes from this new idea of a series that gets released all at once that people binge-watch, like ""Orange is the New Black"", or ""House of Cards""."
2631,TalkMore,Do you binge watch shows? What television show is your favorite to binge watch?
2632,Negative,I don't binge watch shows. It's unhealthy sitting in front of the TV all day.
2633,Positiver,It's very fascinating. Those shows are very good so I can understand why people watch them so quickly.
2634,Rhetorical,Who doesn't like to binge watch a good show? It's a great way to relax.
2635,prompt,"I really like I'm interested in this change in how people watch television that comes from this new idea of a series that gets released all at once that people binge-watch, like ""Orange is the New Black"", or ""House of Cards""."
2636,TalkMore,What is your all time favorite TV series or at least your current favorite one?
2637,Negative,The only problem is when you get to the end of the series. It's like experiencing the death of someone you love.
2638,Positiver,I think it is absolutely great. I love to binge watch.
2639,Rhetorical,Who can't say they have binged watched at one time or another?
2640,prompt,"I really like I'm interested in this change in how people watch television that comes from this new idea of a series that gets released all at once that people binge-watch, like ""Orange is the New Black"", or ""House of Cards""."
2641,TalkMore,"What show do you like the best, anyway?"
2642,Negative,"Ugh, I hate binging. I like to watch my episodes one at a time."
2643,Positiver,I love binging on shows like that! It's so fun!
2644,Rhetorical,Who doesn't love a good media binge?
2645,prompt,"I really like I like some of the really old movies, like Hitchcock. "
2646,TalkMore,"Seriously, which is your all time favorite Hitchcock movie?"
2647,Negative,His fascination with the same kind of blond leading lady is a little creepy though.
2648,Positiver,They are sure classsics.
2649,Rhetorical,"I wonder who Hitchcock cast in this film, another blond?"
2650,prompt,"I really like I like some of the really old movies, like Hitchcock. "
2651,TalkMore,Which is your favorite Hitchcock film and what draws you to them?
2652,Negative,Hitchcock is too dark for me but others are better.
2653,Positiver,I love some of them too.
2654,Rhetorical,I wonder if Hitchcock was mentally unstable?
2655,prompt,"I really like I like some of the really old movies, like Hitchcock. "
2656,TalkMore,Yes! Classic cinema.  I think about 5 of my 10 all time favorite movies are Hitchcock films.  What are your top ten movies made before 1970?
2657,Negative,"I never really got into Hitchock. I don't really like horror movies, but I guess a lot of people do"
2658,Positiver,Me too and that's pretty rare.  You have very sophisticated taste
2659,Rhetorical,Who doesn't?
2660,prompt,"I really like There's this weird genre that are romantic action movies, where the male and female lead get thrown together into some mystery or conspiracy.  Those are my favorites, like that movie ""Red"" or like some of the Jason Bourne movies."
2661,TalkMore,Do you think you could think about love while in a dangerous situation like that?
2662,Negative,They can be a bit formulaic but not everyone minds that.
2663,Positiver,The books in this genre are good too.
2664,Rhetorical,I wonder if any situation like that has ever happened in real life.
2665,prompt,"I really like There's this weird genre that are romantic action movies, where the male and female lead get thrown together into some mystery or conspiracy.  Those are my favorites, like that movie ""Red"" or like some of the Jason Bourne movies."
2666,TalkMore,Who was your favorite Red character?
2667,Negative,Red wasn't for me. It was too boring for me to get into.
2668,Positiver,Red was so great! I loved Bruce Willis's performance in it.
2669,Rhetorical,Who doesn't enjoy Red?
2670,prompt,"I really like There's this weird genre that are romantic action movies, where the male and female lead get thrown together into some mystery or conspiracy.  Those are my favorites, like that movie ""Red"" or like some of the Jason Bourne movies."
2671,TalkMore,Are there any new romantic action movies in the theaters right now that you want to see?
2672,Negative,I do like romantic action movies.  It is just so unrealistic to be in a battle and having a romantic encounter at the same time.
2673,Positiver,I love romantic action movies too.  You have some crazy conspiracy going on and all you can think about is your partner.
2674,Rhetorical,How could anybody ever like a romantic action movie?
2675,prompt,"I really like I can't watch sad movies anymore, they are just too depressing."
2676,TalkMore,"So, tell me about the most recent sad movie that you saw. I bet that the one that I was watching was even more depressing!"
2677,Negative,Sad movies really make me feel depressed; I just can't bear to watch them.
2678,Positiver,"I think that sad movies can make us appreciate our own, mundane lives a little more than we had been."
2679,Rhetorical,Don't you think that sad movies make almost everyone feel sort of blue?
2680,prompt,"I really like I can't watch sad movies anymore, they are just too depressing."
2681,TalkMore,What is the saddest movie you've ever watched?
2682,Negative,I hate sad movies. I don't want to cry when I watch a movie. I want to be entertained.
2683,Positiver,I like sad movies. Sometime you need a good cry.
2684,Rhetorical,Why would anyone put themselves through watching depressing movies?
2685,prompt,"I really like I can't watch sad movies anymore, they are just too depressing."
2686,TalkMore,You think so? What sad movie did you see recently?
2687,Negative,"Yeah, me either. I prefer laughter to crying."
2688,Positiver,"Aw, I love a good cry!"
2689,Rhetorical,Who doesn't need to cry at the movies every now and again?
2690,prompt,"I really like I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent."
2691,TalkMore,"Yes, I wish he would cast Uma Thurman again!"
2692,Negative,"Yeah, I don't like the violence either."
2693,Positiver,Pulp Fiction is one of my favorite movies.
2694,Rhetorical,What was his last movie?
2695,prompt,"I really like I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent."
2696,TalkMore,Oh? What was his most bloody movie?
2697,Negative,"Yeah, I can't stand it. Violence is gross."
2698,Positiver,I love the violence! The bloodshed is invigorating!
2699,Rhetorical,Who doesn't love a good bloodbath?
2700,prompt,"I really like I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent."
2701,TalkMore,Which Tarantino movie do you find most tolerable ?
2702,Negative,"However, some of his films I find just repulsive and too foul because of all the violence they contain."
2703,Positiver,Yeah is a genius though.
2704,Rhetorical,How many times do we need to see another head decapitated?
2705,prompt,"I really like Sometimes I just want to watch something like ""Jason Bourne"" that has absolutely no dialog."
2706,TalkMore,"That's something I haven't heard of. Have you ever seen anything like that before? If so, please tell me all about it. I gotta hear this."
2707,Negative,"I don't really care for action films. It's not so bad that they're unrealistic, but the way they portray the main characters as ""invincible"" really irks me. Steven Segall was, like, unable to be hurt severely in any of his films. It's such a drag that way."
2708,Positiver,"That sounds really amazing, almost like a trendy, foreign film. Most people wouldn't think to pair action movies and silent film together. The pairing would go together like cheese and wine, I think."
2709,Rhetorical,How could you NOT want to watch an action film with no dialogue? It's something out-of-the-ordinary and would really cut through a dry day.
2710,prompt,"I really like Sometimes I just want to watch something like ""Jason Bourne"" that has absolutely no dialog."
2711,TalkMore,What did you think of the Mission Impossible series?
2712,Negative,Sometimes action movies can really be overkill though.
2713,Positiver,Yeah I know where you don't have to think.
2714,Rhetorical,How many times do I have to see a building being blown up?
2715,prompt,"I really like Sometimes I just want to watch something like ""Jason Bourne"" that has absolutely no dialog."
2716,TalkMore,Do you prefer to watch the action? How could they tell the story without dialogue? Has there ever been a movie like that?
2717,Negative,I think a movie without dialogue would be sort of pointless and hard to follow.
2718,Positiver,"I agree, the action in those films is good enough that you don't need the dialogue sometimes. It'd be an interesting film."
2719,Rhetorical,Who needs dialogue? A lot of movies could live without it.
2720,prompt,I really like My favorite male action lead is Daniel Craig.
2721,TalkMore,Who is your favorite Bond actor?
2722,Negative,Although his ears do make him sometimes a little ugly too.
2723,Positiver,Oh my gosh he is so I handsome I think.
2724,Rhetorical,Who doesn't find James Bond sexy anyway?
2725,prompt,I really like My favorite male action lead is Daniel Craig.
2726,TalkMore,What is your favorite movie he stared in?
2727,Negative,I hate Daniel Craig! He is such a scumbag.
2728,Positiver,"I love Daniel Craig, he is so dreamy."
2729,Rhetorical,Who doesn't love a man like Daniel Craig?
2730,prompt,I really like My favorite male action lead is Daniel Craig.
2731,TalkMore,"I'm not too familiar with his work, other than James Bond. What else has Daniel Craig been in?"
2732,Negative,"Daniel Craig? I mean, he's alright, but he's no Sean Connery."
2733,Positiver,"Oh yeah, I loved Daniel Craig! I thought he was great as James Bond."
2734,Rhetorical,Who wouldn't want a manly action star like him in the lead?
2735,prompt,I really like Have you every noticed how women scientists in movies always drop things and are clumsy? What's that about?
2736,TalkMore,"Please do go on with this topic, I'm super interested on your views on modern feminism"
2737,Negative,"Right, and have you noticed that men always die first in horror movies?"
2738,Positiver,I agree what is that on about? Are they trying to portray women as clumsy?
2739,Rhetorical,Who wouldn't want to smash the patriarchy?
2740,prompt,I really like Have you every noticed how women scientists in movies always drop things and are clumsy? What's that about?
2741,TalkMore,Clumsy? Now that you mention it yeah! What's the movie with the space women doing math?
2742,Negative,"I've never paid attention really, I don't like science fiction."
2743,Positiver,Yes I've noticed that! But be glad there are women scientists at all!
2744,Rhetorical,Since when do you watch sci fi?
2745,prompt,I really like Have you every noticed how women scientists in movies always drop things and are clumsy? What's that about?
2746,TalkMore,Yes I have. To which movies are you referring to.
2747,Negative,Yeah I think it's so cliche. I mean are they trying to tell us all women scientists are clumsy
2748,Positiver,I have noticed that. They are great with picking the right characters to do so
2749,Rhetorical,Ha. I'm so clumsy myself. I think I would be a great science woman in the big screen.
2750,prompt,I really like I wonder if movies like Hidden Figures really can change the cultural attitudes about women scientists.
2751,TalkMore,"Are you interested in Science, like the ladies of Hidden Figures were?"
2752,Negative,"Schools have never focused on Science for women, so I don't know if the movie will change opinions."
2753,Positiver,Hidden Figures really showed how women made a huge difference in the NASA program.
2754,Rhetorical,I wonder why the Hidden Figures Scientists didn't get much attention?
2755,prompt,I really like I wonder if movies like Hidden Figures really can change the cultural attitudes about women scientists.
2756,TalkMore,When did you see Hidden Figures?
2757,Negative,It was really sad though to see the racism that existed in the US at that time.
2758,Positiver,I think it did a great job of highlighting women's achievements.
2759,Rhetorical,Is there anything that Taraji P Henson is not just outstanding in?
2760,prompt,I really like I wonder if movies like Hidden Figures really can change the cultural attitudes about women scientists.
2761,TalkMore,"That's crazy, I've never seen Hidden figures. Can you tell me about me?"
2762,Negative,"I mean, I hope it's nice, but I can't stand Hidden Figures."
2763,Positiver,"I hope so, I loved Hidden Figures."
2764,Rhetorical,Is Hidden Figures really what's going to help women?
2765,prompt,"I really like Who do you think should be cast as the next Bond? I liked Daniel Craig, but the last one was not as good."
2766,TalkMore,"Oh I think about this all the time! There're so many different actors who could be good in the role, but I guess they should go in a different direction right? A total reboot."
2767,Negative,"Daniel Craig was a terrible Bond, he wasn't suave enough."
2768,Positiver,"I loved Daniel Craig, I really think he brought something new to the table."
2769,Rhetorical,Will there ever be a Bond as perfect as Sean Connery?
2770,prompt,"I really like Who do you think should be cast as the next Bond? I liked Daniel Craig, but the last one was not as good."
2771,TalkMore,"Got any potential picks, yourself?"
2772,Negative,"Eh, I don't like any of the Bonds. They're all too cheesy for me."
2773,Positiver,I liked Craig too! I say bring him back!
2774,Rhetorical,Who can step into the shoes of James Bond?
2775,prompt,"I really like Who do you think should be cast as the next Bond? I liked Daniel Craig, but the last one was not as good."
2776,TalkMore,I've bet you've seen all of the James Bond movies. Which one is the best in your opinion?
2777,Negative,Any white actor is as good a pick as another.
2778,Positiver,I don't know. Craig's appeal probably has run dry for the role. Maybe Tom Hardy.
2779,Rhetorical,How about a female James Bond this time around named Jamie?
2780,prompt,I really like So many people these days get their news from late night TV rather than from reading the newspaper.
2781,TalkMore,What TV shows do you watch? Do you read your hometown newspaper still?
2782,Negative,It's terrible how splintered our society is--we used to all read the same newspapers and agree on the same facts.
2783,Positiver,The quality of TV has gone up so much! Colbert lately has been off the hook.
2784,Rhetorical,Why not just watch TV and turn into a vegetable like everyone else?
2785,prompt,I really like So many people these days get their news from late night TV rather than from reading the newspaper.
2786,TalkMore,I've never even considered that. What kind of news shows are there? Are they biased at all? Do they report on everything or just certain types of news stories?
2787,Negative,Late night TV doesn't always report all the news. You'd find much more information about the world in a news paper than you would in a twenty two minute long TV show.
2788,Positiver,There are so many late night TV shows that make the news much more interesting. It's much easier to get an understanding on what's going on in the world when people put a funny spin on it.
2789,Rhetorical,Why wouldn't someone get their news from the TV instead of reading the paper? TV is much more interesting than reading a boring newspaper.
2790,prompt,I really like So many people these days get their news from late night TV rather than from reading the newspaper.
2791,TalkMore,Where do you like to get your news?
2792,Negative,But most people are way under informed because they never read.
2793,Positiver,At least it's got humor attached to it.
2794,Rhetorical,Newspaper what is that you ask?
2795,prompt,"I really like I watched that Netflix series ""Stranger Things"". Seemed like a bit of ET and Close Encounters of the Third Kind, all mixed up."
2796,TalkMore,Do you like old school sci fi or new stuff better?
2797,Negative,"I don't go much for sci fi though, so I probably wouldn't like it."
2798,Positiver,That sounds potentially interesting.
2799,Rhetorical,Is there anyone better than the Starship Enterprise team?
2800,prompt,"I really like I watched that Netflix series ""Stranger Things"". Seemed like a bit of ET and Close Encounters of the Third Kind, all mixed up."
