Utterance_ID,HITTypeID,HIT_ID
2433,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3VDVA3ILID0IP6I4VLZY5K4AQSA1GR
2434,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3VDVA3ILID0IP6I4VLZY5K4AQSA1GR
2435,nan,nan
2436,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EGKVCRQFWDJOVLWROETIWONH0QYB4
2437,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EGKVCRQFWDJOVLWROETIWONH0QYB4
2438,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EGKVCRQFWDJOVLWROETIWONH0QYB4
2439,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EGKVCRQFWDJOVLWROETIWONH0QYB4
2440,nan,nan
2441,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EGKVCRQFWDJOVLWROETIWONH0QYB4
2442,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EGKVCRQFWDJOVLWROETIWONH0QYB4
2443,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EGKVCRQFWDJOVLWROETIWONH0QYB4
2444,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EGKVCRQFWDJOVLWROETIWONH0QYB4
2445,nan,nan
2446,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EGKVCRQFWDJOVLWROETIWONH0QYB4
2447,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EGKVCRQFWDJOVLWROETIWONH0QYB4
2448,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EGKVCRQFWDJOVLWROETIWONH0QYB4
2449,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EGKVCRQFWDJOVLWROETIWONH0QYB4
2450,nan,nan
2451,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30UZJB2POHXGJC7Z1TUQPGSIY3A353
2452,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30UZJB2POHXGJC7Z1TUQPGSIY3A353
2453,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30UZJB2POHXGJC7Z1TUQPGSIY3A353
2454,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30UZJB2POHXGJC7Z1TUQPGSIY3A353
2455,nan,nan
2456,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30UZJB2POHXGJC7Z1TUQPGSIY3A353
2457,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30UZJB2POHXGJC7Z1TUQPGSIY3A353
2458,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30UZJB2POHXGJC7Z1TUQPGSIY3A353
2459,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30UZJB2POHXGJC7Z1TUQPGSIY3A353
2460,nan,nan
2461,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30UZJB2POHXGJC7Z1TUQPGSIY3A353
2462,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30UZJB2POHXGJC7Z1TUQPGSIY3A353
2463,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30UZJB2POHXGJC7Z1TUQPGSIY3A353
2464,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30UZJB2POHXGJC7Z1TUQPGSIY3A353
2465,nan,nan
2466,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3L55D8AUFAI2Y0D25OAOTGU5ZLQYCB
2467,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3L55D8AUFAI2Y0D25OAOTGU5ZLQYCB
2468,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3L55D8AUFAI2Y0D25OAOTGU5ZLQYCB
2469,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3L55D8AUFAI2Y0D25OAOTGU5ZLQYCB
2470,nan,nan
2471,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3L55D8AUFAI2Y0D25OAOTGU5ZLQYCB
2472,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3L55D8AUFAI2Y0D25OAOTGU5ZLQYCB
2473,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3L55D8AUFAI2Y0D25OAOTGU5ZLQYCB
2474,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3L55D8AUFAI2Y0D25OAOTGU5ZLQYCB
2475,nan,nan
2476,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3L55D8AUFAI2Y0D25OAOTGU5ZLQYCB
2477,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3L55D8AUFAI2Y0D25OAOTGU5ZLQYCB
2478,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3L55D8AUFAI2Y0D25OAOTGU5ZLQYCB
2479,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3L55D8AUFAI2Y0D25OAOTGU5ZLQYCB
2480,nan,nan
2481,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,308KJXFUJRRIOZHAB4RYF4C2KGOATX
2482,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,308KJXFUJRRIOZHAB4RYF4C2KGOATX
2483,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,308KJXFUJRRIOZHAB4RYF4C2KGOATX
2484,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,308KJXFUJRRIOZHAB4RYF4C2KGOATX
2485,nan,nan
2486,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,308KJXFUJRRIOZHAB4RYF4C2KGOATX
2487,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,308KJXFUJRRIOZHAB4RYF4C2KGOATX
2488,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,308KJXFUJRRIOZHAB4RYF4C2KGOATX
2489,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,308KJXFUJRRIOZHAB4RYF4C2KGOATX
2490,nan,nan
2491,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,308KJXFUJRRIOZHAB4RYF4C2KGOATX
2492,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,308KJXFUJRRIOZHAB4RYF4C2KGOATX
2493,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,308KJXFUJRRIOZHAB4RYF4C2KGOATX
2494,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,308KJXFUJRRIOZHAB4RYF4C2KGOATX
2495,nan,nan
2496,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,38VTL6WC4AYHZF4NQENGFAOV7455YB
2497,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,38VTL6WC4AYHZF4NQENGFAOV7455YB
2498,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,38VTL6WC4AYHZF4NQENGFAOV7455YB
2499,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,38VTL6WC4AYHZF4NQENGFAOV7455YB
2500,nan,nan
2501,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,38VTL6WC4AYHZF4NQENGFAOV7455YB
2502,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,38VTL6WC4AYHZF4NQENGFAOV7455YB
2503,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,38VTL6WC4AYHZF4NQENGFAOV7455YB
2504,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,38VTL6WC4AYHZF4NQENGFAOV7455YB
2505,nan,nan
2506,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,38VTL6WC4AYHZF4NQENGFAOV7455YB
2507,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,38VTL6WC4AYHZF4NQENGFAOV7455YB
2508,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,38VTL6WC4AYHZF4NQENGFAOV7455YB
2509,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,38VTL6WC4AYHZF4NQENGFAOV7455YB
2510,nan,nan
2511,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3TZ0XG8CBU5LLWFHG023SD5V0LL89R
2512,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3TZ0XG8CBU5LLWFHG023SD5V0LL89R
2513,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3TZ0XG8CBU5LLWFHG023SD5V0LL89R
2514,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3TZ0XG8CBU5LLWFHG023SD5V0LL89R
2515,nan,nan
2516,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3TZ0XG8CBU5LLWFHG023SD5V0LL89R
2517,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3TZ0XG8CBU5LLWFHG023SD5V0LL89R
2518,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3TZ0XG8CBU5LLWFHG023SD5V0LL89R
2519,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3TZ0XG8CBU5LLWFHG023SD5V0LL89R
2520,nan,nan
2521,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3TZ0XG8CBU5LLWFHG023SD5V0LL89R
2522,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3TZ0XG8CBU5LLWFHG023SD5V0LL89R
2523,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3TZ0XG8CBU5LLWFHG023SD5V0LL89R
2524,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3TZ0XG8CBU5LLWFHG023SD5V0LL89R
2525,nan,nan
2526,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BAKUKE49HX9EWRIBWTA4OIHS1KR1C
2527,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BAKUKE49HX9EWRIBWTA4OIHS1KR1C
2528,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BAKUKE49HX9EWRIBWTA4OIHS1KR1C
2529,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BAKUKE49HX9EWRIBWTA4OIHS1KR1C
2530,nan,nan
2531,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BAKUKE49HX9EWRIBWTA4OIHS1KR1C
2532,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BAKUKE49HX9EWRIBWTA4OIHS1KR1C
2533,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BAKUKE49HX9EWRIBWTA4OIHS1KR1C
2534,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BAKUKE49HX9EWRIBWTA4OIHS1KR1C
2535,nan,nan
2536,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BAKUKE49HX9EWRIBWTA4OIHS1KR1C
2537,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BAKUKE49HX9EWRIBWTA4OIHS1KR1C
2538,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BAKUKE49HX9EWRIBWTA4OIHS1KR1C
2539,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BAKUKE49HX9EWRIBWTA4OIHS1KR1C
2540,nan,nan
2541,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30Z7M1Q8UY5ZQFPM86G3O8GF6338A6
2542,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30Z7M1Q8UY5ZQFPM86G3O8GF6338A6
2543,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30Z7M1Q8UY5ZQFPM86G3O8GF6338A6
2544,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30Z7M1Q8UY5ZQFPM86G3O8GF6338A6
2545,nan,nan
2546,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30Z7M1Q8UY5ZQFPM86G3O8GF6338A6
2547,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30Z7M1Q8UY5ZQFPM86G3O8GF6338A6
2548,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30Z7M1Q8UY5ZQFPM86G3O8GF6338A6
2549,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30Z7M1Q8UY5ZQFPM86G3O8GF6338A6
2550,nan,nan
2551,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30Z7M1Q8UY5ZQFPM86G3O8GF6338A6
2552,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30Z7M1Q8UY5ZQFPM86G3O8GF6338A6
2553,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30Z7M1Q8UY5ZQFPM86G3O8GF6338A6
2554,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30Z7M1Q8UY5ZQFPM86G3O8GF6338A6
2555,nan,nan
2556,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3QGTX7BCHPNH45ESM0PZTHXXDY95Z2
2557,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3QGTX7BCHPNH45ESM0PZTHXXDY95Z2
2558,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3QGTX7BCHPNH45ESM0PZTHXXDY95Z2
2559,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3QGTX7BCHPNH45ESM0PZTHXXDY95Z2
2560,nan,nan
2561,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3QGTX7BCHPNH45ESM0PZTHXXDY95Z2
2562,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3QGTX7BCHPNH45ESM0PZTHXXDY95Z2
2563,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3QGTX7BCHPNH45ESM0PZTHXXDY95Z2
2564,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3QGTX7BCHPNH45ESM0PZTHXXDY95Z2
2565,nan,nan
2566,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3QGTX7BCHPNH45ESM0PZTHXXDY95Z2
2567,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3QGTX7BCHPNH45ESM0PZTHXXDY95Z2
2568,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3QGTX7BCHPNH45ESM0PZTHXXDY95Z2
2569,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3QGTX7BCHPNH45ESM0PZTHXXDY95Z2
2570,nan,nan
2571,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3VJ4PFXFJ3SXOCWZB9H8K0Y43UVAUO
2572,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3VJ4PFXFJ3SXOCWZB9H8K0Y43UVAUO
2573,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3VJ4PFXFJ3SXOCWZB9H8K0Y43UVAUO
2574,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3VJ4PFXFJ3SXOCWZB9H8K0Y43UVAUO
2575,nan,nan
2576,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3VJ4PFXFJ3SXOCWZB9H8K0Y43UVAUO
2577,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3VJ4PFXFJ3SXOCWZB9H8K0Y43UVAUO
2578,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3VJ4PFXFJ3SXOCWZB9H8K0Y43UVAUO
2579,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3VJ4PFXFJ3SXOCWZB9H8K0Y43UVAUO
2580,nan,nan
2581,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3VJ4PFXFJ3SXOCWZB9H8K0Y43UVAUO
2582,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3VJ4PFXFJ3SXOCWZB9H8K0Y43UVAUO
2583,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3VJ4PFXFJ3SXOCWZB9H8K0Y43UVAUO
2584,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3VJ4PFXFJ3SXOCWZB9H8K0Y43UVAUO
2585,nan,nan
2586,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3SD15I2WD2FC2G7D6C4VHM6IUYL36J
2587,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3SD15I2WD2FC2G7D6C4VHM6IUYL36J
2588,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3SD15I2WD2FC2G7D6C4VHM6IUYL36J
2589,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3SD15I2WD2FC2G7D6C4VHM6IUYL36J
2590,nan,nan
2591,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3SD15I2WD2FC2G7D6C4VHM6IUYL36J
2592,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3SD15I2WD2FC2G7D6C4VHM6IUYL36J
2593,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3SD15I2WD2FC2G7D6C4VHM6IUYL36J
2594,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3SD15I2WD2FC2G7D6C4VHM6IUYL36J
2595,nan,nan
2596,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3SD15I2WD2FC2G7D6C4VHM6IUYL36J
2597,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3SD15I2WD2FC2G7D6C4VHM6IUYL36J
2598,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3SD15I2WD2FC2G7D6C4VHM6IUYL36J
2599,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3SD15I2WD2FC2G7D6C4VHM6IUYL36J
2600,nan,nan
2601,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3AQN9REUTF1C3SJG5K5ZDMCNKL2YDB
2602,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3AQN9REUTF1C3SJG5K5ZDMCNKL2YDB
2603,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3AQN9REUTF1C3SJG5K5ZDMCNKL2YDB
2604,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3AQN9REUTF1C3SJG5K5ZDMCNKL2YDB
2605,nan,nan
2606,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3AQN9REUTF1C3SJG5K5ZDMCNKL2YDB
2607,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3AQN9REUTF1C3SJG5K5ZDMCNKL2YDB
2608,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3AQN9REUTF1C3SJG5K5ZDMCNKL2YDB
2609,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3AQN9REUTF1C3SJG5K5ZDMCNKL2YDB
2610,nan,nan
2611,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3AQN9REUTF1C3SJG5K5ZDMCNKL2YDB
2612,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3AQN9REUTF1C3SJG5K5ZDMCNKL2YDB
2613,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3AQN9REUTF1C3SJG5K5ZDMCNKL2YDB
2614,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3AQN9REUTF1C3SJG5K5ZDMCNKL2YDB
2615,nan,nan
2616,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3Q9SPIIRWJ7AGGL469W92OJ1OA5WA8
2617,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3Q9SPIIRWJ7AGGL469W92OJ1OA5WA8
2618,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3Q9SPIIRWJ7AGGL469W92OJ1OA5WA8
2619,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3Q9SPIIRWJ7AGGL469W92OJ1OA5WA8
2620,nan,nan
2621,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3Q9SPIIRWJ7AGGL469W92OJ1OA5WA8
2622,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3Q9SPIIRWJ7AGGL469W92OJ1OA5WA8
2623,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3Q9SPIIRWJ7AGGL469W92OJ1OA5WA8
2624,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3Q9SPIIRWJ7AGGL469W92OJ1OA5WA8
2625,nan,nan
2626,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3Q9SPIIRWJ7AGGL469W92OJ1OA5WA8
2627,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3Q9SPIIRWJ7AGGL469W92OJ1OA5WA8
2628,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3Q9SPIIRWJ7AGGL469W92OJ1OA5WA8
2629,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3Q9SPIIRWJ7AGGL469W92OJ1OA5WA8
2630,nan,nan
2631,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EHVO81VN56WP2DFFRHGQKGB5SN1HQ
2632,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EHVO81VN56WP2DFFRHGQKGB5SN1HQ
2633,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EHVO81VN56WP2DFFRHGQKGB5SN1HQ
2634,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EHVO81VN56WP2DFFRHGQKGB5SN1HQ
2635,nan,nan
2636,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EHVO81VN56WP2DFFRHGQKGB5SN1HQ
2637,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EHVO81VN56WP2DFFRHGQKGB5SN1HQ
2638,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EHVO81VN56WP2DFFRHGQKGB5SN1HQ
2639,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EHVO81VN56WP2DFFRHGQKGB5SN1HQ
2640,nan,nan
2641,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EHVO81VN56WP2DFFRHGQKGB5SN1HQ
2642,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EHVO81VN56WP2DFFRHGQKGB5SN1HQ
2643,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EHVO81VN56WP2DFFRHGQKGB5SN1HQ
2644,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3EHVO81VN56WP2DFFRHGQKGB5SN1HQ
2645,nan,nan
2646,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BFNCI9LYKBV6GLIPM9NN06EP9537I
2647,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BFNCI9LYKBV6GLIPM9NN06EP9537I
2648,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BFNCI9LYKBV6GLIPM9NN06EP9537I
2649,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BFNCI9LYKBV6GLIPM9NN06EP9537I
2650,nan,nan
2651,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BFNCI9LYKBV6GLIPM9NN06EP9537I
2652,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BFNCI9LYKBV6GLIPM9NN06EP9537I
2653,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BFNCI9LYKBV6GLIPM9NN06EP9537I
2654,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BFNCI9LYKBV6GLIPM9NN06EP9537I
2655,nan,nan
2656,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BFNCI9LYKBV6GLIPM9NN06EP9537I
2657,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BFNCI9LYKBV6GLIPM9NN06EP9537I
2658,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BFNCI9LYKBV6GLIPM9NN06EP9537I
2659,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3BFNCI9LYKBV6GLIPM9NN06EP9537I
2660,nan,nan
2661,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3NI0WFPPI91GLO8GNPMCFO8BRM160R
2662,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3NI0WFPPI91GLO8GNPMCFO8BRM160R
2663,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3NI0WFPPI91GLO8GNPMCFO8BRM160R
2664,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3NI0WFPPI91GLO8GNPMCFO8BRM160R
2665,nan,nan
2666,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3NI0WFPPI91GLO8GNPMCFO8BRM160R
2667,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3NI0WFPPI91GLO8GNPMCFO8BRM160R
2668,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3NI0WFPPI91GLO8GNPMCFO8BRM160R
2669,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3NI0WFPPI91GLO8GNPMCFO8BRM160R
2670,nan,nan
2671,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3NI0WFPPI91GLO8GNPMCFO8BRM160R
2672,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3NI0WFPPI91GLO8GNPMCFO8BRM160R
2673,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3NI0WFPPI91GLO8GNPMCFO8BRM160R
2674,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3NI0WFPPI91GLO8GNPMCFO8BRM160R
2675,nan,nan
2676,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3IH9TRB0FBKWLXOZL9Z1QWHQ5521IJ
2677,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3IH9TRB0FBKWLXOZL9Z1QWHQ5521IJ
2678,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3IH9TRB0FBKWLXOZL9Z1QWHQ5521IJ
2679,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3IH9TRB0FBKWLXOZL9Z1QWHQ5521IJ
2680,nan,nan
2681,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3IH9TRB0FBKWLXOZL9Z1QWHQ5521IJ
2682,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3IH9TRB0FBKWLXOZL9Z1QWHQ5521IJ
2683,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3IH9TRB0FBKWLXOZL9Z1QWHQ5521IJ
2684,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3IH9TRB0FBKWLXOZL9Z1QWHQ5521IJ
2685,nan,nan
2686,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3IH9TRB0FBKWLXOZL9Z1QWHQ5521IJ
2687,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3IH9TRB0FBKWLXOZL9Z1QWHQ5521IJ
2688,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3IH9TRB0FBKWLXOZL9Z1QWHQ5521IJ
2689,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3IH9TRB0FBKWLXOZL9Z1QWHQ5521IJ
2690,nan,nan
2691,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3XU9MCX6VOXG3H9EU0TO97SMK7YR2T
2692,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3XU9MCX6VOXG3H9EU0TO97SMK7YR2T
2693,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3XU9MCX6VOXG3H9EU0TO97SMK7YR2T
2694,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3XU9MCX6VOXG3H9EU0TO97SMK7YR2T
2695,nan,nan
2696,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3XU9MCX6VOXG3H9EU0TO97SMK7YR2T
2697,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3XU9MCX6VOXG3H9EU0TO97SMK7YR2T
2698,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3XU9MCX6VOXG3H9EU0TO97SMK7YR2T
2699,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3XU9MCX6VOXG3H9EU0TO97SMK7YR2T
2700,nan,nan
2701,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,3XU9MCX6VOXG3H9EU0TO97SMK7YR2T
