UniqueID,DialogueActs,Texts
2386,General Response,"The benefit that I bring to the group is that I don't drink very much. That doesn't mean I'm not a fun person, but someone has to drive everyone back home!"
2387,prompt,What benefit do you bring to the group when you hang out with friends?
2388,General Response,"I'm the person who can be counted on to be the designate driver if everybody else has too much to drink. I just don't like the taste alcohol so while I'll sometime have one drink just to be social, it takes me hours to finish that one drink."
2389,prompt,What benefit do you bring to the group when you hang out with friends?
2390,General Response,I think I bring my positivity to the group. I am caring and I like to take care of my friends.
2391,prompt,What benefit do you bring to the group when you hang out with friends?
2392,General Response,"I usually bring little tidbits of knowledge and fun facts to a group, which can be entertaining and/or useful when used appropriately."
2393,prompt,What benefit do you bring to the group when you hang out with friends?
2394,General Response,When I hang out with friends I am far too agreeable and just make everyone feel better about themselves.
2395,prompt,Describe your favorite place to visit.
2396,General Response,My favorite place to visit is the museums in Los Angeles. I love seeing the old art work from different time periods in art history. I am a big art enthusiast.
2397,prompt,Describe your favorite place to visit.
2398,General Response,"My favorite place to visit is the Green Cay wetlands in Boynton Beach, Florida.  It is a mile and a half boardwalk through the wetlands and it is amazing how many different birds and animals you see as you walk around.  I could go there every day and would love to take you there so you could enjoy it also."
2399,prompt,Describe your favorite place to visit.
2400,General Response,I do love the casinos and playing slot machines because of the excitement and the chance to win moolah!
2401,prompt,Describe your favorite place to visit.
2402,General Response,"I love visiting Vermont. The fresh air, the scenery, the darkness and stars at night. The air is so fresh and clean and there seems to be billions of stars I cannot see in CT"
2403,prompt,Describe your favorite place to visit.
2404,General Response,My favorite place to visit is a garden in town. It's on a small island in a river with several bridges leading to it. There's a flower garden and also a large lawn for people to sunbathe in.
2405,prompt,Would you rather marry someone who has lots of money or someone with a good heart?
2406,General Response,"In regards to marriage I would rather have someone with a good heart rather than someone with money. You can always make more money, you can't make someone be a good person."
2407,prompt,Would you rather marry someone who has lots of money or someone with a good heart?
2408,General Response,"The latter. Money doesn't buy you happiness or love, so I think a relationship like that would get really boring quickly."
2409,prompt,Would you rather marry someone who has lots of money or someone with a good heart?
2410,General Response,"I married a man with the best heart, and he works hard, but we both aren't wealthy, and I wouldn't trade him for a million bucks."
2411,prompt,Would you rather marry someone who has lots of money or someone with a good heart?
2412,General Response,I would rather marry someone with a good heart because money does not mean everything. If you have a good heart you are most likely nicer to be around.
2413,prompt,Would you rather marry someone who has lots of money or someone with a good heart?
2414,General Response,"Do I have to choose. In a perfect world I would be able to be with someone who had both, don't you think?"
2415,prompt,Would you rather have extremely small freakishly eyes or an extremely large nose?
2416,General Response,I would rather have small freaky eyes. I could exaggerate my eye makeup and make them pop. Nothing you could really do to hide a big nose though!
2417,prompt,Would you rather have extremely small freakishly eyes or an extremely large nose?
2418,General Response,I would rather have an extremely large nose because then I could smell better. Small eyes would hurt my sight.
2419,prompt,Would you rather have extremely small freakishly eyes or an extremely large nose?
2420,General Response,I'd rather have a large nose. The reason being because you can always get nose surgery to make your nose smaller. You can't make your eyes larger.
2421,prompt,Would you rather have extremely small freakishly eyes or an extremely large nose?
2422,General Response,I would choose having the freakishly huge nose because I want to smell better.
2423,prompt,Would you rather have extremely small freakishly eyes or an extremely large nose?
2424,General Response,I would rather have an enormous nose because I would be able to see better and maybe even breathe out my nose better.
2425,prompt,What is the most useful app on your phone?
2426,General Response,Youtube because I can watch videos.
2427,prompt,What is the most useful app on your phone?
2428,General Response,"The most useful app on my phone is Google Maps. My natural sense of direction is almost nonexistent, so Google Maps helps me get to where I need to be."
2429,prompt,What is the most useful app on your phone?
2430,General Response,The most useful app on my phone is the calculator. I can't for the life of me do math in my head.
2431,prompt,What is the most useful app on your phone?
2432,General Response,"The most useful app on my phone by far is Google Translate. I have multiple friends that are Mexican Americans, and while I'm savvy enough to hold a basic conversation with them in Spanish, there have been quite a few instances that I've had to use the app for a word or phrase that I wasn't certain of. Obviously, I did this when they weren't paying attention or I would have been tormented mercilessly."
2433,prompt,What is the most useful app on your phone?
2434,General Response,"Google is the most useful app on my phone.  I use Google for email, searching the web, and a lot more.  I mostly use Google for looking up quick answers to questions I have.  I love having all of the answers at my fingertips!"
2435,prompt,What is one thing you do not understand about yourself?
2436,General Response,One thing that I do not understand about myself is why I do not like to club and drink like other people my age.
2437,prompt,What is one thing you do not understand about yourself?
2438,General Response,"Just why my life hasn't settled in yet. I see a lot of my friends enjoying their life and families and I'm just here living life day to day, reading funny stories on the Internet."
2439,prompt,What is one thing you do not understand about yourself?
2440,General Response,I dont understand how I cant lose weight no matter how much effort is put into it
2441,prompt,What is one thing you do not understand about yourself?
2442,General Response,One thing that I do not understand about myself is why I am so moody sometimes.  There are days when I really feel like I just wake up in a bad mood for no reason.
2443,prompt,What is one thing you do not understand about yourself?
2444,General Response,"Why I cant lose weight, like seriously I have tried everything and I dont understand how Im not losing anything and staying the same size."
2445,prompt,What is the most disgusting habit some people have?
2446,General Response,The most disgusting some people have is imposing their ideas and beliefs on their friends and acting like they are somehow better.
2447,prompt,What is the most disgusting habit some people have?
2448,General Response,Chewing with their mouths open.  I cannot stand that sound.  I have to leave the room sometimes.
2449,prompt,What is the most disgusting habit some people have?
2450,General Response,"The most disgusting habit that some people have is definitely chewing their nails. When people grab things, nasty dirt and gunk accumulates under their nails. Do they not realize that they're putting that in their mouths?"
2451,prompt,What is the most disgusting habit some people have?
2452,General Response,"The most disgusting habit some people have is not washing their hands, especially after using the bathroom. There would be a lot less illnesses spread if people would just take the time to wash their hands and to teach their children to was their hands. With four small children I find it not only gross, but selfish to not take into consideration the people who could be picking up your germs when you don't wash your hands."
2453,prompt,What is the most disgusting habit some people have?
2454,General Response,The most disgusting habit people have is smoking cigarettes. They don't realize that it smells.
2455,prompt,Would you rather have the power to end war in the world or the power to end poverty?
2456,General Response,I don't like to think that there are people in this world who are hungry. I would definitely love it if I could end poverty.
2457,prompt,Would you rather have the power to end war in the world or the power to end poverty?
2458,General Response,I would rather have the power to end war because if we did that then people would be in a better position to end poverty.
2459,prompt,Would you rather have the power to end war in the world or the power to end poverty?
2460,General Response,I'd much rather have the power to end war.  war is about as bad as it gets.  the idea of people killing each other...what a waste; just heartbreaking.  so many innocent people dying; often for absurd reasons.  to end poverty would be wonderful.  to end war would be just amazing...just thinking about ending war puts a smile on my face.
2461,prompt,Would you rather have the power to end war in the world or the power to end poverty?
2462,General Response,"I think if I had the power to end war or poverty, I would probably end poverty. Something tells me that if there was no poverty, there would actually be fewer or possibly no more wars."
2463,prompt,Would you rather have the power to end war in the world or the power to end poverty?
2464,General Response,This is a tough question. I think I would rather have the power to end the war in the world. Once we end the wars I would hope the economy would be better making it easier to end poverty.
2465,prompt,Do you like spicy food? Why or why not? What is the spiciest thing you have ever eaten?
2466,General Response,I love spicy food and regularly eat Ghost peppers. If it's not something spicy I don't really think it's worth eating.
2467,prompt,Do you like spicy food? Why or why not? What is the spiciest thing you have ever eaten?
2468,General Response,"Absolutely! I love a good spice. It provides a great pop and makes food exciting to eat. During my time in college, my roommate and I decided we would venture to try and eat a whole ghost pepper each. After buying a gallon of milk for each us, we popped them in our mouths, and experienced some of the worst pain in our lives. I wouldn't trade that memory for the world."
2469,prompt,Do you like spicy food? Why or why not? What is the spiciest thing you have ever eaten?
2470,General Response,"I'd like moderately spicy food, not insanely hot. I have never understood the need to have food that is labeled suicidally hot. I don't understand burning your face and numbing your taste buds for no good reason other than to show how manly you are."
2471,prompt,Do you like spicy food? Why or why not? What is the spiciest thing you have ever eaten?
2472,General Response,"I like spicy food, especially Thai food! I have to have something with it to give my tastebuds a rest, like rice, bread, or a smoothie.  The spiciest thing I've ever eaten was some homemade chili where I forgot to de-seed all the jalapenos and made it way too hot."
2473,prompt,Do you like spicy food? Why or why not? What is the spiciest thing you have ever eaten?
2474,General Response,"Oh I love spicy foods. I have a collection of hot sauces, and one called Da Bomb is the spiciest thing ever."
2475,prompt,What animal or insect do you wish humans could eradicate?
2476,General Response,"bedbugs and waterbugs as a matter of fact all insects, leave the animals theyre cool"
2477,prompt,What animal or insect do you wish humans could eradicate?
2478,General Response,Probably bedbugs. They can be a huge problem and they're absolutely disgusting. Would be nice to not have to worry about them anymore.
2479,prompt,What animal or insect do you wish humans could eradicate?
2480,General Response,I would get rid of the snake.  I am very scared of snakes.
2481,prompt,What animal or insect do you wish humans could eradicate?
2482,General Response,"All of them!  I HATE them.  But I do understand that they have a purpose.  I just wish they would stay far, far away from me."
2483,prompt,What animal or insect do you wish humans could eradicate?
2484,General Response,"i would say snakes, they are dangerous, poisonous, sneaky and the villain of the animal kingdom"
2485,prompt,Would you rather have 500 spiders in your bedroom or 1000 grasshoppers in the rest of the house?
2486,General Response,"1000 grasshoppers in the rest of the house because spiders bite, and i am more scared of spiders. As well 1000 in the whole house is like 50 per room. where as 500 spider in 1 room is very scary."
2487,prompt,Would you rather have 500 spiders in your bedroom or 1000 grasshoppers in the rest of the house?
2488,General Response,I would rather have 1000 grasshoppers in the rest of the house as opposed to 500 spiders in my bedroom! Spiders bite and can cause very serious health issues. Grasshoppers are more of a nuisance than anything.
2489,prompt,Would you rather have 500 spiders in your bedroom or 1000 grasshoppers in the rest of the house?
2490,General Response,I would rather have 500 spiders in my bedroom because then at least I would know where they were. 1000 grasshoppers are gross.
2491,prompt,Would you rather have 500 spiders in your bedroom or 1000 grasshoppers in the rest of the house?
2492,General Response,"The answer to this question might depend on what kind of spiders they were.  Were they poisonous black widow spiders, or tarantulas, or just little itty bitty fly catching spiders?  But since it doesn't say, I will go with the grasshoppers.  Grasshoppers are large, so they are easy to catch and get rid of, they are not poisonous, in fact if you are hungry enough you can even eat them, and although they will eat some plants and maybe some things in your kitchen like flour, they will not make a mess the way spiders will leaving webs."
2493,prompt,Would you rather have 500 spiders in your bedroom or 1000 grasshoppers in the rest of the house?
2494,General Response,"Nobody likes spiders, and with them in the bedroom it would be impossible to have a good sleep, so grasshoppers around the house is much better."
2495,prompt,Would you rather unknown and rich or be famous and poor?
2496,General Response,I'd rather be rich and unknown. Money helps out with many problems and I want it.
2497,prompt,Would you rather unknown and rich or be famous and poor?
2498,General Response,"Of course I'd rather be unknown and rich.  If I had a lot of money I wouldn't care if hardly anyone knew me.  the thought of being rich is so exciting! to be famous and poor would be completely unfulfilling, frustrating, and something I couldn't cope with very long."
2499,prompt,Would you rather unknown and rich or be famous and poor?
2500,General Response,I rather be rich and unknown what sound it makes to be famous and broke.
2501,prompt,Would you rather unknown and rich or be famous and poor?
2502,General Response,"Unknown and rich. I can stomach being unknown, it doesn't bother me one bit. I don't think I would late a day being poor though, famous or otherwise."
2503,prompt,Would you rather unknown and rich or be famous and poor?
2504,General Response,"I would rather be unknown and rich. I don't need fame, but having enough cash to not have to work two jobs anymore would be the bee's knees!"
2505,prompt,Would you rather have an unlimited amount of chips or candy?
2506,General Response,"I'd rather have an unlimited amount of chips for the simple reason that although both options are unhealthy, I think I'd gain more weight if I had unlimited candy, and take my word for it....I'm in no position to gain weight.  So I'd take the chips, would try and control myself and not eat too many in one serving, and do a lot of sharing with friends and family."
2507,prompt,Would you rather have an unlimited amount of chips or candy?
2508,General Response,I would rather have an unlimited supply of chips. I enjoy almost all forms of potatoes and they contain far less sugar than most candy.
2509,prompt,Would you rather have an unlimited amount of chips or candy?
2510,General Response,"I would definitely go for the chips. I like my sweets, but I have to have something crunchy almost daily!"
2511,prompt,Would you rather have an unlimited amount of chips or candy?
2512,General Response,I would rather have unlimited candy.  I have always had a sweet tooth and there are so many different kinds of candy that I enjoy.
2513,prompt,Would you rather have an unlimited amount of chips or candy?
2514,General Response,"I would rather have an unlimited amount of candy, because I don't really like chips but I love candy."
2515,prompt,"If you opened a business, what kind of business would it be?"
2516,General Response,A jewelry business. I've always liked making things so this would be great.
2517,prompt,"If you opened a business, what kind of business would it be?"
2518,General Response,"I'd open a book store.  I'd make sure it was affordable;  it would be a small place so I wouldn't have to hire a lot of employees.  this is something I've thought of but I'm not in a position to make it happen.  but if I ever opened a business, I'd want it to be a book store because I like reading so much."
2519,prompt,"If you opened a business, what kind of business would it be?"
2520,General Response,I would love to open a toy shop. Selling cards Lego and all sorts of toys.
2521,prompt,"If you opened a business, what kind of business would it be?"
2522,General Response,I'd open a entertainment company. I feel that movies and music today are losing their quality. My company would be able to add quality films and music to the industry.
2523,prompt,"If you opened a business, what kind of business would it be?"
2524,General Response,"I would open a small business that makes and sells things.  Something useful and good for people or pets, like dog food or bones, or healthy food with delicious recipes."
2525,prompt,Would you rather raise chickens for eggs or beef for meat?
2526,General Response,"I really think I would rather raise chickens for eggs because you don't have to kill the chickens that you worked to raise to get their eggs. Granted, you steal their potential babies, but it's better than having to slaughter your pet as you would if you were raising a cow for its meat."
2527,prompt,Would you rather raise chickens for eggs or beef for meat?
2528,General Response,"In this case, I would rather raise the chickens for eggs. If I had bovine, it would be for milk."
2529,prompt,Would you rather raise chickens for eggs or beef for meat?
2530,General Response,"I would rather raise chickens for eggs. I know it's not really any more humane, but somehow it seems better to me to rob something of its eggs (children... I guess) than of its life. Though who knows if the chickens would agree?"
2531,prompt,Would you rather raise chickens for eggs or beef for meat?
2532,General Response,I would much rather raise chicken for eggs. Chickens can be messy but the mess of a cow is much worst.
2533,prompt,Would you rather raise chickens for eggs or beef for meat?
2534,General Response,I would rather raise beef for meat.  I am a person who like meat more than vegetables and other type foods
2535,prompt,How much time do you spend watching sports in a week?
2536,General Response,I watch about 2 hours a week whenever the Yankees are playing. During football season its about 4-6 hours a week to watch my cowboys play.
2537,prompt,How much time do you spend watching sports in a week?
2538,General Response,"I don't regularly watch sports by myself, so it probably averages less than one hour a week over the course of a year."
2539,prompt,How much time do you spend watching sports in a week?
2540,General Response,"I never watch sport,  they have little interest to me."
2541,prompt,How much time do you spend watching sports in a week?
2542,General Response,"That depends on what season it is.  I'll watch a lot of football in the fall, college basketball in winter, but then hardly any during the summer, when it's like baseball or NBA."
2543,prompt,How much time do you spend watching sports in a week?
2544,General Response,I spend a couple hours a week watching sports during football season because it keeps me entertained.
2545,prompt,Would you rather wear an overcoat to bed every night or sleep with shoes and socks on every night?
2546,General Response,"I would rather wear an overcoat--my feet get too hot very easily, and I can't fall asleep with warm feet."
2547,prompt,Would you rather wear an overcoat to bed every night or sleep with shoes and socks on every night?
2548,General Response,"I would rather sleep with shoes on because an overcoat can over heat me and make it more uncomfortable than shoes and socks,"
2549,prompt,Would you rather wear an overcoat to bed every night or sleep with shoes and socks on every night?
2550,General Response,"Honestly, neither...but if I had to choose, like gun to the head, then the overcoat because I know most people relate to my opinion that when I get home the first thing I want to do is kick my shoes off and let my feet breathe."
2551,prompt,Would you rather wear an overcoat to bed every night or sleep with shoes and socks on every night?
2552,General Response,I would rather wear an overcoat to bed. Who wouldn't want to be warm and stylish.
2553,prompt,Would you rather wear an overcoat to bed every night or sleep with shoes and socks on every night?
2554,General Response,"Oh, definitely an overcoat.  I work in a pet store for a living, so . . . yeah, pretty gross.  Pets have accidents."
2555,prompt,What is the best video game console and why?
2556,General Response,"The best video game console is the XBox One because it integrates with Windows, the best operating system for PC."
2557,prompt,What is the best video game console and why?
2558,General Response,"I love the Nintendo Switch, because the new Zelda game is amazing, and you can only play it on the Switch."
2559,prompt,What is the best video game console and why?
2560,General Response,"Nintendo Switch, because it is not just an at home console, but also an on the go. You can easily play with others and just stay at home and play on your tv. The controller setup is also wondering, where 1 controller can actually be 2!"
2561,prompt,What is the best video game console and why?
2562,General Response,The wii to me is the best. Its so much more interactive than just pushing buttons.
2563,prompt,What is the best video game console and why?
2564,General Response,My favorite gaming console is the Playstation 1. In my opinion it had the best rpgs in gaming.
2565,prompt,What is the funniest TV series you have seen?
2566,General Response,The fumiest TV series that I have seen in Brooklyn nine-nine. The TV show focuses one this one young detective in Brooklyn and its story line is consistent with all the stupid and crazy thing he does on his daily work routine.
2567,prompt,What is the funniest TV series you have seen?
2568,General Response,I love Family guy because the humor in it is witty and you sometimes have to think to understand the jokes.
2569,prompt,What is the funniest TV series you have seen?
2570,General Response,Impractical  Jokers has got to be one of the funniest TV series I have ever seen. The guys act like such goof balls and leave me laughing harder than any other show I have seen.
2571,prompt,What is the funniest TV series you have seen?
2572,General Response,"The funniest for me was ""Seinfeld"" because they poked fun at themselves and managed to keep it fresh over many years."
2573,prompt,What is the funniest TV series you have seen?
2574,General Response,How I met your mother was always my favorite. I could relate to so many episodes and situations I couldn't help but laugh like yup done that one! lol
2575,prompt,Would you rather take your vacation at an exotic resort or go camping?
2576,General Response,Camping! It's more private and hiking is one of my favorite thing to do. Plus it's beautiful and less expensive.
2577,prompt,Would you rather take your vacation at an exotic resort or go camping?
2578,General Response,"I am not a camper at all. I would definitely rather take a vacation at an exotic resort with air conditioning, a comfortable bed, and a hot tub."
2579,prompt,Would you rather take your vacation at an exotic resort or go camping?
2580,General Response,I would rather an exotic resort because I enjoy the finer things in life and liked to be pampered.
2581,prompt,Would you rather take your vacation at an exotic resort or go camping?
2582,General Response,"I would rather go on vacation at a exotic resort, because I am scared of outdoors things lick snakes, bugs and fish."
2583,prompt,Would you rather take your vacation at an exotic resort or go camping?
2584,General Response,I would definitely rather take a vacation at an exotic resort. I have never been to one but I have been camping many times. I have always wanted to go to some place exotic.
2585,prompt,"Which do you prefer, popular music or relatively unknown music?"
2586,General Response,Popular music. I like songs I can sing along to that everyone knows. I love to karaoke.
2587,prompt,"Which do you prefer, popular music or relatively unknown music?"
2588,General Response,I prefer the current popular music. The current popular music shows you what people around your find interesting and what they enjoy. This is part of the music sub-culture that I am a part of.
2589,prompt,"Which do you prefer, popular music or relatively unknown music?"
2590,General Response,"I prefer popular music but I think that is just because I only listen to the radio so I only hear what is popular, for the most part anyway."
2591,prompt,"Which do you prefer, popular music or relatively unknown music?"
2592,General Response,I prefer relatively unknown or underground music much more than popular radio played music. I feel unknown musicians have the ability to truly express themselves and build a fan base based on that rather than the mainstream industry telling you who to be so others like you.
2593,prompt,"Which do you prefer, popular music or relatively unknown music?"
2594,General Response,"Relatively unknown music, definitely. I really like experimental electronic music because I like to hear all the different things music can do."
2595,prompt,Do you prefer coffee or tea?
2596,General Response,"It depends on my mood, but I would probably say I prefer coffee. Since I am a college student, I pretty much need coffee to survive, and I do not feel that tea can give me the amount of energy needed to get through the day. I am a fan of iced tea though, so if I am just looking for a refreshing cold beverage and do not need an energy boost, I would choose tea - especially if it is a fruity iced tea!"
2597,prompt,Do you prefer coffee or tea?
2598,General Response,I prefer coffee because it is more effective to get things done. Tea is rather tasteless and bland.
2599,prompt,Do you prefer coffee or tea?
2600,General Response,I prefer coffee over tea. It is much more tasty and much more effective at waking me up.
2601,prompt,Do you prefer coffee or tea?
2602,General Response,"I prefer coffee, because that's what I drink the most. I do enjoy tea as well, especially since there are so many different types of tea."
2603,prompt,Do you prefer coffee or tea?
2604,General Response,"I much prefer the taste of coffee and the smell of coffee rather than tea. Also with coffee you can add milk and sugar if you need some calories, I don't like milk and sugar in tea."
2605,prompt,"What is the craziest, most outrageous thing you want to achieve?"
2606,General Response,The craziest thing I want to achieve in my life would be to go sky diving .. that is if I don't pass out from fear in the air!
2607,prompt,"What is the craziest, most outrageous thing you want to achieve?"
2608,General Response,"I want to create entire worlds that other people will believe in, better than Middle-Earth or Westeros."
2609,prompt,"What is the craziest, most outrageous thing you want to achieve?"
2610,General Response,"I want to be rich enough to fund a corgi breeder who can make them so big that humans can ride them. They're my favorite dog breed, and I think taking a corgi somewhere would be an awesome upgrade to a car."
2611,prompt,"What is the craziest, most outrageous thing you want to achieve?"
2612,General Response,"The craziest, most outrageous thing I want to achieve is running a marathon. I am not a runner, but I would love to start running. I know it would be outrageous for me to even work up to running even a 5k since I don't like to sweat and I walk slowly but I think a marathon would be a fun and crazy achievement."
2613,prompt,"What is the craziest, most outrageous thing you want to achieve?"
2614,General Response,"The craziet and most outrageous thing I want to achieve is to become an manizer, you know like a womanizer but a woman being like that with men. I just think it would be the most fun and satifying thing to flirt with men, lead them on, and break their hearts."
2615,prompt,"What was the single, best realization you have ever had?"
2616,General Response,"The best realization I've ever had was when I FINALLY realized what my career path should be. The day I started doing my first administration classes, it just clicked to me that I wanted to make this my life."
2617,prompt,"What was the single, best realization you have ever had?"
2618,General Response,The moment that I realized sushi was delicious changed my culinary vision forever. There was nothing like it.
2619,prompt,"What was the single, best realization you have ever had?"
2620,General Response,"The single, best realization I had was that I did not care what other people said about me because at the end of the day, what good is that information going to do me?"
2621,prompt,"What was the single, best realization you have ever had?"
2622,General Response,"I realized that everything in life is my choice. I have complete power over my own life. If I don't like something about it, I change it."
2623,prompt,"What was the single, best realization you have ever had?"
2624,General Response,The single most best realization I have ever had was that I was not perfect. I was never meant to be perfect and my life was never going to be perfect. That there was no such thing as perfection. This was the key to my happiness in the long run. I make my own pathways in life and if it doesn't resemble any mainstream image then it is perfectly normal.
2625,prompt,"Which is worse, slow drivers or slow internet. Why?"
2626,General Response,Slow internet is definitely worse than slow drivers. I require the internet to work so if it's really slow then I can't get anything done. I also like to watch streaming videos but if the internet is slow then the video will skip or stop which would make it unwatchable.
2627,prompt,"Which is worse, slow drivers or slow internet. Why?"
2628,General Response,"Slow drivers, definitely.  You might become frustrated and cause an accident trying to get around them or something!"
2629,prompt,"Which is worse, slow drivers or slow internet. Why?"
2630,General Response,"Slow drivers are not a big problem, so slow internet is worse as it can mean something that should be done in a few minutes could take an hour."
2631,prompt,"Which is worse, slow drivers or slow internet. Why?"
2632,General Response,"Since I am generally the slow driver, I would say slow internet is the worst. Not only does it affect my work, it also has a direct affect on my mood. I do not have access to information or entertainment when the internet blitzes."
2633,prompt,"Which is worse, slow drivers or slow internet. Why?"
2634,General Response,Slow internet is worse because it is more of a pervasive problem. Slow drivers are more infrequent.
2635,prompt,Would you rather wear clown makeup every day for a year or wear a tutu every day for a year?
2636,General Response,"I would wear a tutu every day for a year, people don't like clowns but everyone loves a tutu."
2637,prompt,Would you rather wear clown makeup every day for a year or wear a tutu every day for a year?
2638,General Response,I would wear a tutu every day for a year because you can dress it up and make it fun. Clown makeup is simply ugly.
2639,prompt,Would you rather wear clown makeup every day for a year or wear a tutu every day for a year?
2640,General Response,I would rather wear a tutu every day for a year.  I could change the colors out to match my shoes and hair decorations.  It would probably not cause acne or other skin conditions.
2641,prompt,Would you rather wear clown makeup every day for a year or wear a tutu every day for a year?
2642,General Response,The tutu would be a lot easier to explain and wouldn't ever get runny in the rain. So overall much better than the make up for sure.
2643,prompt,Would you rather wear clown makeup every day for a year or wear a tutu every day for a year?
2644,General Response,I would rather wear a tutu everyday for a year. I feel like being a girl I could get away with that pretty easy. Tutus are kind of in right now.
2645,prompt,What do you do to get rid of stress?
2646,General Response,I turn off any devices in the house so I cant see social media cause honestly that causes the most of my stress.
2647,prompt,What do you do to get rid of stress?
2648,General Response,"To get rid of stress I knit, crochet, cook, play with my pets, or watch television. I like to mix it up to keep the stress reliever fresh."
2649,prompt,What do you do to get rid of stress?
2650,General Response,I mediatate and enjoy nature. The silence and beauty of nature is very relaxing to me
2651,prompt,What do you do to get rid of stress?
2652,General Response,"I tend to sleep it off, if I can't I do take anti anxiety meds, which relaxes me."
2653,prompt,What do you do to get rid of stress?
2654,General Response,"In order to get rid of stress, I usually relax and listen to music or go out and have fun."
2655,prompt,Do you feel like fall and spring are getting shorter?
2656,General Response,"Fall doesn't seem shorter.  Spring seems much shorter since my family moved to Colorado though. We can have 70 degree days in March, but also snow in May!"
2657,prompt,Do you feel like fall and spring are getting shorter?
2658,General Response,Yes and it feels like summer and hot temperatures are longer too. I believe that climate change is real.
2659,prompt,Do you feel like fall and spring are getting shorter?
2660,General Response,"I don't feel like fall and spring are getting shorter because in Minnesota, where I live, this past year, we actually had one of the longest falls in record!  We didn't even get snow until late December and let me tell you, that is very unusual for Minnesota!"
2661,prompt,Do you feel like fall and spring are getting shorter?
2662,General Response,"Yes,i feel that they are getting shorter because i get to enjoy less than i used to"
2663,prompt,Do you feel like fall and spring are getting shorter?
2664,General Response,"I feel like fall and spring are nonexistent. Example: This spring, we had 60° weather, the next day it snowed, and then two days after that, the snow melted and it was in the 60s-70s again. That's how it is all spring and fall. We also had an incredibly mild winter."
2665,prompt,Would you rather take a year off at full pay or work your current job for the next year at double your salary?
2666,General Response,I'd rather work my current job for the next for double my salary because I could really use the money for my sons school fees.
2667,prompt,Would you rather take a year off at full pay or work your current job for the next year at double your salary?
2668,General Response,"I would rather work at my current job for the next year with double pay because I already get 4 weeks off a year anyway, and the extra money would help my family quite a bit."
2669,prompt,Would you rather take a year off at full pay or work your current job for the next year at double your salary?
2670,General Response,I would prefer to take a year off my current job with full pay rather than double my salary because it would give me time to travel or even find a new career I like more and get training for it.
2671,prompt,Would you rather take a year off at full pay or work your current job for the next year at double your salary?
2672,General Response,I would rather have a year off work at full pay because I need to relax and spend time recuperating from working too hard.
2673,prompt,Would you rather take a year off at full pay or work your current job for the next year at double your salary?
2674,General Response,I would take a year off a full pay because it would give me the time to travel.
2675,prompt,What was the best birthday wish or gift you have ever received?
2676,General Response,"The best birthday gift I have ever received was an engagement ring. Ok so I didn't get the ring on my birthday, it was the day after but it was still the best gift ever. Almost 10 years later and I still remember the ""gift"" and that it was the day after my birthday."
2677,prompt,What was the best birthday wish or gift you have ever received?
2678,General Response,"The best gift I ever received was money, and then I used that to go get what I really wanted."
2679,prompt,What was the best birthday wish or gift you have ever received?
2680,General Response,Last year I received a day off of my home life. My husband let me leave and do whatever I wanted the whole day while he took the kids and cleaned the house.
2681,prompt,What was the best birthday wish or gift you have ever received?
2682,General Response,"For my 21st birthday, my mom gave me a beautiful necklace and earrings. I will treasure them forever."
2683,prompt,What was the best birthday wish or gift you have ever received?
2684,General Response,"I don't get birthday gifts and I rarely wish for much, having a child is a pretty great gift though."
2685,prompt,"If you could bring one fictional character back to life, who would it be?"
2686,General Response,"Probably General Leo from Final Fantasy 6, just to shock everyone that insisted that he could be brought back to life in the game."
2687,prompt,"If you could bring one fictional character back to life, who would it be?"
2688,General Response,I think I would like to meet Kay Scarpetta and have dinner with her. As a character shes very straight forward and would be someone I could hang out with
2689,prompt,"If you could bring one fictional character back to life, who would it be?"
2690,General Response,"Gandalf the Grey, because he's now too white. i mean either that or a few dozen spartans, I want to hear what you have to say on your fictional character."
2691,prompt,"If you could bring one fictional character back to life, who would it be?"
2692,General Response,Derek from Gray's Anatomy. How dare they kill him off! He and Meredith were perfect together and I loved their story line.
2693,prompt,"If you could bring one fictional character back to life, who would it be?"
2694,General Response,"If I could bring one fictional character back to life it would be Mickey Mouse. It would be so fun to kick it with him in real life, he always has the funniest adventures, plus he's really popular, so I would be hella cool, because I would be his first friend from his Resurrection."
2695,prompt,Would you rather get good grades or be good at sports?
2696,General Response,"I'd rather get good grades because it would lead, most likely, to a successful career.  Being good at sports would be nice, but being  a professional athlete would be very unlikely even if I was a real good athlete.  of course there are exceptions.  some people are good at sports, get bad grades, and are quite successful in his/her career.  but I think getting good grades increases the chances of a successful career."
2697,prompt,Would you rather get good grades or be good at sports?
2698,General Response,"I would rather get good grades than be good at sports, getting good grades gives me more potential for a successful future than sports would."
2699,prompt,Would you rather get good grades or be good at sports?
2700,General Response,I would rather have good grades. This is because if I was good at sports then what. What if I get injured? If I broke my leg I would still have the brains to live my life then to live in the spot light of sports fame. Brains has always beat brawn throughout history.
2701,prompt,Would you rather get good grades or be good at sports?
2702,General Response,"Good grades for sure.  I've never been a sports person, but academics can lead you so many places."
2703,prompt,Would you rather get good grades or be good at sports?
2704,General Response,"I would rather get good grades, as being good at sports would not help me get the job I want in the future."
2705,prompt,Would you rather eat two tablespoons full of liquid soap or drink a glass full of liquid one tablespoon in water?
2706,General Response,I would choose the glass full assuming with one spoon of liquid soap in it because then it would be diluted.
2707,prompt,Would you rather eat two tablespoons full of liquid soap or drink a glass full of liquid one tablespoon in water?
