HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.slot0,Answer.RelatedTopic,Answer.anecdote,Answer.comments,Answer.funny,Answer.opinion,Approve,Reject
3MZ3TAMYTL8KE2NGJ3EGWNZ393VIRV,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,37Z929RLGAUPAF1YI6IROO2UST1TSY,A2FDPOPQ36D1I0,Submitted,Thu May 11 16:46:01 PDT 2017,Thu May 11 16:50:22 PDT 2017,Fri May 26 16:50:22 PDT 2017,,,,261,100% (1/1),100% (1/1),100% (1/1),"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.","Have you seen ""Ex Machina"" or ""Her""? AI is here to stay but we better be careful.",I have yet to see any system come close. It still seems like the stuff of movies.,NA,I hope so- I need some friends!,I think one day they will- they are a long way off but always improving.,x,
3MZ3TAMYTL8KE2NGJ3EGWNZ393VIRV,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3WSELTNVR4OLAJF416W03O8O5HOTAJ,A3K5YBCBVBM3RY,Submitted,Thu May 11 06:13:45 PDT 2017,Thu May 11 06:21:33 PDT 2017,Fri May 26 06:21:33 PDT 2017,,,,468,100% (2/2),100% (2/2),100% (2/2),"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.","I am not a big tech person, but I like to talk to Siri to get help.","One day when I was driving, I talked asked Siri to dial a number to a friend. She did exactly what I asked her to do.",None,But sometimes the systems can misunderstand my speaking. That can be a problem when you cannot use the keyboard to correct it.,I think the systems can really get conversational.,x,
3MZ3TAMYTL8KE2NGJ3EGWNZ393VIRV,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3Z7EFSHGNA0GKFLMQUTOYMJIJIYXCE,A26376A6PIQ58H,Submitted,Thu May 11 11:08:27 PDT 2017,Thu May 11 11:10:49 PDT 2017,Fri May 26 11:10:49 PDT 2017,,,,142,0% (0/0),0% (0/0),0% (0/0),"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.","You know, I still haven't yet got a phone with one of those systems.","You know, a friend of mine once asked Siri what the meaning of life was.  He got some cryptic remark and ended up quitting his job, dropping out of society, and seeking out a meaning to what she'd told him.",Thank you for the interesting HIT!,"Heck, I'd already rather talk to Siri than my wife!","I think it's impossible for any AI system to be truly spontaneous, which is what is at the crux of conversational ability, as all of them essentially follow rules.",x,
3D17ECOUOEGHVU6G06SEMQF1MN513J,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3FTF2T8WLS4ZXH9T45NBUD433UXW98,A5N6QK76RTR7R,Submitted,Thu May 11 09:40:59 PDT 2017,Thu May 11 10:24:28 PDT 2017,Fri May 26 10:24:28 PDT 2017,,,,2609,100% (231/231),100% (231/231),100% (231/231),"When I was 10, I spent all my time outdoors playing soccer.",Did you play football as well?,I think soccer is Europe's version of our football.,NA,Luckily I never played either as I am a total klutz!,That sounds really fun.,x,
3D17ECOUOEGHVU6G06SEMQF1MN513J,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3Q8GYXHFEQO7IW1CKOAT63SYPHXC5N,A1R3MNDWBBDZ6L,Submitted,Thu May 11 08:00:44 PDT 2017,Thu May 11 08:02:19 PDT 2017,Fri May 26 08:02:19 PDT 2017,,,,95,100% (91/91),100% (91/91),100% (91/91),"When I was 10, I spent all my time outdoors playing soccer.",I also like football. It's a good sport too.,"You know, I played soccer in elementary school too. I wasn't very good at it.",no,"Isn't it funny how the rest of the world calls soccer ""football?""",I think soccer's a cool sport. It's very fast-paced and action-packed.,x,
3D17ECOUOEGHVU6G06SEMQF1MN513J,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3XM0HYN6NLLQ84390UP2UXXI2V2PEB,A1PTX4IB9R34LI,Submitted,Thu May 11 11:09:14 PDT 2017,Thu May 11 11:10:33 PDT 2017,Fri May 26 11:10:33 PDT 2017,,,,79,100% (1/1),100% (1/1),100% (1/1),"When I was 10, I spent all my time outdoors playing soccer.",I used to watch a lot of soccer but played basketball.,As a kid I was really into sports.,no,"You, soccer? don/t you need to be quick on your feet for that?",That is a good thing to spend time on.,x,
3ZC62PVYDHV11TYNROK9OF86YXKXX6,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3DY4FPOOA2ASMS5A8CI1ZWLJ256RVH,A3MFK5UEUG95M3,Submitted,Thu May 11 03:33:39 PDT 2017,Thu May 11 03:35:55 PDT 2017,Fri May 26 03:35:55 PDT 2017,,,,136,100% (1/1),100% (1/1),100% (1/1),"When I was 10, I thought I could be a professional baseball player.",A lot of kids want to be in sports at that age.,"When I was that age, I wanted to be an Astronaut.",,I guess now you're just a professional baseball watcher.,"I hope you had a backup plan, it's really hard to be a pro baseball player even if your're good.",x,
3ZC62PVYDHV11TYNROK9OF86YXKXX6,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3HWRJOOET6ONLWJ1SBTWP22TPG4ESD,A1R3MNDWBBDZ6L,Submitted,Thu May 11 12:31:55 PDT 2017,Thu May 11 12:34:32 PDT 2017,Fri May 26 12:34:32 PDT 2017,,,,157,100% (91/91),100% (91/91),100% (91/91),"When I was 10, I thought I could be a professional baseball player.",Maybe you could be a basketball player instead.,I thought about being a bowler as a child.,no,"I could be a professional baseball player if I wanted, if we're counting professional baseball video games!",Why'd you change your mind? I think you still could!,x,
3ZC62PVYDHV11TYNROK9OF86YXKXX6,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3R0T90IZ1TY5YTQW1KTKA0JNFQVGCT,A22NOME8P61FM4,Submitted,Thu May 11 05:39:59 PDT 2017,Thu May 11 06:02:54 PDT 2017,Fri May 26 06:02:54 PDT 2017,,,,1375,100% (21/21),100% (21/21),100% (21/21),"When I was 10, I thought I could be a professional baseball player.",When I was 10 I thought I could be a professional painter.,Everybody believes they can do anything.,na,You'd probably trip over flat ground on your first game.,No way you're much to clumsy and fat to be anything athletic.,x,
3XQ4XW3OD9XS4W9R9PTTZHXI69I2ST,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,30H4UDGLT34OKSVMHSDL752RBXTMPX,A2M41NBJHU0TSJ,Submitted,Thu May 11 11:08:19 PDT 2017,Thu May 11 11:16:18 PDT 2017,Fri May 26 11:16:18 PDT 2017,,,,479,100% (4/4),100% (4/4),100% (4/4),"When I was 8, I thought I could be a professional ballerina.","You know, I have never been to a ballerina performance, maybe you can tell me about any good ones to see or we can even go together sometime.",My wife's cousin was in a dance class in high school and I could see first hand all the hard work that goes into their performances.,no,When I think of ballerinas I always think of the scene from the little rascals where the kids are wearing tutus.,"Being a ballerina must be hard work, specially getting into and staying in shape to perform.",x,
3XQ4XW3OD9XS4W9R9PTTZHXI69I2ST,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3IGI0VL6486CHA4LETF6VKM16M6ONP,A3OWGVIP4VYSPV,Submitted,Thu May 11 16:20:10 PDT 2017,Thu May 11 16:21:34 PDT 2017,Fri May 26 16:21:34 PDT 2017,,,,84,100% (12/12),100% (12/12),100% (12/12),"When I was 8, I thought I could be a professional ballerina.",Swan Lake and The Nutcracker are famous ballets but other than that I've seen none.,I saw the Nutcracker with my family when I was a kid and I was dazzled.,no,I cried when it was over. Everyone laughed at that.,They're so graceful.,x,
3XQ4XW3OD9XS4W9R9PTTZHXI69I2ST,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3XC1O3LBOT826268YXLQC2OZZUFLTN,A1R3MNDWBBDZ6L,Submitted,Thu May 11 09:01:18 PDT 2017,Thu May 11 09:03:40 PDT 2017,Fri May 26 09:03:40 PDT 2017,,,,142,100% (91/91),100% (91/91),100% (91/91),"When I was 8, I thought I could be a professional ballerina.","Ballet can be pretty tough, huh?","When I was 8, I wanted to be a game designer.",no,Can you imagine me doing ballet? I'd be hilarious.,You did? Why'd you decide not to go for it?,x,
32TZXEA1OL52DQPK0KXXWV770N1144,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,32RIADZISTQ5TUM835HJGGQ2CUG4S9,A2AWBDW9V1E9KT,Submitted,Thu May 11 16:25:24 PDT 2017,Thu May 11 16:35:40 PDT 2017,Fri May 26 16:35:40 PDT 2017,,,,616,100% (13/13),100% (13/13),100% (13/13),Watching the Tour De France is like watching beetles walk across the garden.,Bicycle sports are boring on a whole.,I never learned how to ride a bike.,No.,I tried to enter the Tour De France once. They said that riding a moped was cheating.,Both are pretty fun.,x,
32TZXEA1OL52DQPK0KXXWV770N1144,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3C2NJ6JBKB3YA3FGRVH9O7JY5HNN2V,A1TIM3BOYT01IW,Submitted,Thu May 11 17:39:54 PDT 2017,Thu May 11 17:42:07 PDT 2017,Fri May 26 17:42:07 PDT 2017,,,,133,100% (2/2),100% (2/2),100% (2/2),Watching the Tour De France is like watching beetles walk across the garden.,So many past winners of the Tour have later been shown to have been using performance enhancing drugs. You can't trust anyone.,I used to watch the Twilight Criterium when I was a kid. At least it went through town so you could drink at the same time.,NA,Tour de France? When I pay for a tour I expect at least some little umbrella drinks.,The Tour De France is one of the purest forms of athletic competition. The margins between the athletes are so small because they're all in incredible shape.,x,
32TZXEA1OL52DQPK0KXXWV770N1144,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3DEL4X4EL77TNIMRMMBDVDB1L2YXYV,A3JT22BLG866CK,Submitted,Wed May 10 22:46:37 PDT 2017,Wed May 10 22:51:01 PDT 2017,Thu May 25 22:51:01 PDT 2017,,,,264,100% (17/17),100% (17/17),100% (17/17),Watching the Tour De France is like watching beetles walk across the garden.,I actually don't like tracking the Tour De France since I believe a lot of doping and cheating happens in the sport. I used to at least follow before when Lance Armstrong still seemed to be a hero.,"When I was younger, I would always watch bicyclists race down the highway close to my house. Usually, it's that experience that reminds me of watching the TOur De France.",NA,The Tour De France takes such a long time to watch. I might as well watch snails race across my lawn.,I always found the Tour De France to be rather boring. it takes such a long time for the race to be completed.,x,
33EEIIWHK7SPO7SG5VOZ6MFSLJPVQ4,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,308XBLVESJQDDE743VR1YKRC0KXRBX,A1B2KN06ND9MWX,Submitted,Thu May 11 18:40:47 PDT 2017,Thu May 11 18:43:45 PDT 2017,Fri May 26 18:43:45 PDT 2017,,,,178,100% (1/1),100% (1/1),100% (1/1),Bowling must be the one of the most boring sports to watch.,"I am not a fantastic bowler anymore, and have not gone in 2 years.",I once took a bowling class which helped me get my average score into the 100s.,These were funny memories to go through,"When we were children, my brother once threw a ball so badly it bounced into the next lane and knocked their pins over","I enjoy bowling myself, but find watching others do it boring.",x,
33EEIIWHK7SPO7SG5VOZ6MFSLJPVQ4,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,32AT8R96GMV4ASGNIB81TKOWA20US7,A1R3MNDWBBDZ6L,Submitted,Thu May 11 09:16:33 PDT 2017,Thu May 11 09:17:51 PDT 2017,Fri May 26 09:17:51 PDT 2017,,,,78,100% (91/91),100% (91/91),100% (91/91),Bowling must be the one of the most boring sports to watch.,I think golf's boring too.,I went bowling the other day.,no,What? Seeing a ball hit the same pins over and over isn't fun to you?,"I disagree, I think bowling requires a lot of tactics and aiming.",x,
33EEIIWHK7SPO7SG5VOZ6MFSLJPVQ4,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3URFVVM16641B421D329PDLZYMNUZA,ADGJUA9XKD1N3,Submitted,Thu May 11 18:38:52 PDT 2017,Thu May 11 18:43:26 PDT 2017,Fri May 26 18:43:26 PDT 2017,,,,274,100% (1/1),100% (1/1),100% (1/1),Bowling must be the one of the most boring sports to watch.,"I am not a sports person in general, so I'm inclined to agree.","It is, isn't it? I haven't gone bowling much but when I have, it usually ends up with me failing to hurl the ball down the lane correctly.",,"I can agree. Infact, when I go bowling, when it isn't my turn I usually take that as an opportunity to go get refills or more food instead of watching a game I don't care for the results of.","I agree, it isn't set up in a way that facilitates spectating. The playing field itself is pretty obtuse and devoid of any human presence which leaves it feeling rather cold and unapproachable.",x,
3PGQRAZX025I5H2Y2A0O8LYNLOCSYZ,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3EF8EXOTT2HV2S6ZTTP3QHSC4RRJ1T,A2AWBDW9V1E9KT,Submitted,Thu May 11 16:18:55 PDT 2017,Thu May 11 17:05:36 PDT 2017,Fri May 26 17:05:36 PDT 2017,,,,2801,100% (13/13),100% (13/13),100% (13/13),I wonder if people who like to watch sports are always sportier and like to play some sport themselves.,They're less sporty than people who watch kung fu movies.,"I went to a wrestling match with my father, once.  I can tell you that the audience didn't look very sporty.",NA.,"If sports fans could play sports, they they'd be sports players, instead.",I'm pretty some that most of the are fat and lazy.,x,
3PGQRAZX025I5H2Y2A0O8LYNLOCSYZ,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3QY5DC2MXS6V6NB1CR82ML5HME8UFV,A1R3MNDWBBDZ6L,Submitted,Thu May 11 12:36:06 PDT 2017,Thu May 11 12:37:51 PDT 2017,Fri May 26 12:37:51 PDT 2017,,,,105,100% (91/91),100% (91/91),100% (91/91),I wonder if people who like to watch sports are always sportier and like to play some sport themselves.,I also wonder if music fans are better at composing?,"I'm a sports fan and I'm awful at sports, so probably not.",no,"Well, I like the circus and I'm not any better at being a clown!",They could be. I don't really know if there's any correlation there.,x,
3PGQRAZX025I5H2Y2A0O8LYNLOCSYZ,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3WLEIWSYHP3607T5OXMWJNM2IZF2HP,AKHH4W14A6AN9,Submitted,Thu May 11 08:20:14 PDT 2017,Thu May 11 09:14:23 PDT 2017,Fri May 26 09:14:23 PDT 2017,,,,3249,100% (5/5),100% (5/5),100% (5/5),I wonder if people who like to watch sports are always sportier and like to play some sport themselves.,I'm not a sports fan but I do like playing.,My friends' husbands all like sports but none of them play.,,I was watching a college football game one time and a man streaked across the field.,I think people who like to watch sports mostly just like to do it as a social thing.,x,
371Q3BEXDHUIA7C3YW27MS7PRIGSZQ,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,30X31N5D64CKVJ2PC6RATJC2435SAZ,A4M9S4KGADCZ7,Submitted,Thu May 11 13:47:21 PDT 2017,Thu May 11 13:51:23 PDT 2017,Fri May 26 13:51:23 PDT 2017,,,,242,0% (0/0),0% (0/0),0% (0/0),"I try to get exercise every day, either go for a walk, or a bike ride or something.",I don't jog because of my back but walking helps stretch my back muscles.,I have a friend just from walking 5 miles a day for 2 months they lost almost 25 lbs.,,Exercising everyday allows me a glass of wine as a reward and I like my wine.,"Good your you, I really try to do the same thing.",x,
371Q3BEXDHUIA7C3YW27MS7PRIGSZQ,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,35BLDD71I7J1OJR1ITCELZNIBNMVZD,A22NOME8P61FM4,Submitted,Thu May 11 08:10:18 PDT 2017,Thu May 11 09:03:38 PDT 2017,Fri May 26 09:03:38 PDT 2017,,,,3200,100% (21/21),100% (21/21),100% (21/21),"I try to get exercise every day, either go for a walk, or a bike ride or something.",Personally my favorite form of exercise is going to the gym and lifting weights.,"I know an old man who goes to the gym everyday, he started with only the treadmill but now he is actually lifting weights.",na,"People who jog look so strange, they wear super tight clothes and its always very colorful, its almost like their trying to fend off predators.","That's absolutely wonderful, exercise is the most important thing for a successful life you know.",x,
371Q3BEXDHUIA7C3YW27MS7PRIGSZQ,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3I0BTBYZAY7LQSGGJAM6MZOQBX4Y0W,A1R3MNDWBBDZ6L,Submitted,Thu May 11 08:03:56 PDT 2017,Thu May 11 08:05:20 PDT 2017,Fri May 26 08:05:20 PDT 2017,,,,84,100% (91/91),100% (91/91),100% (91/91),"I try to get exercise every day, either go for a walk, or a bike ride or something.",Know what else you should do every day? Watch your calorie intake!,"Oh yeah, I work out every day too. Gotta keep in shape.",no,I exercise every day too: I take a short walk to the nearest all-you-can-eat buffet!,"That's a good idea, I should exercise more too.",x,
3R15W654VDEMS2GMRRMTJDHQULNQLG,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,369J354OFEWGICHVRTGHO0RDKAYG6S,A2YE2I9DYV9OKW,Submitted,Thu May 11 16:57:19 PDT 2017,Thu May 11 17:02:10 PDT 2017,Fri May 26 17:02:10 PDT 2017,,,,291,100% (29/29),100% (29/29),100% (27/27),Why would someone pin their whole life's dreams on getting into the Olympics? It must require an incredible kind of person and commitment.,"It can be a little awe-inspiring to watch a truly world-class athlete in action, there is something special about them.","I've heard that silver medalists have it rough -- the gold medalists obviously won, so they're happy, and the bronze medalist is happy because, hey, at least they got something, but the silver medalist will always be thinking about how close they got to the gold.",NA,I like to think I bring that level of talent and commitment to NOT participating in sports -- I challenge anyone to prove they're better at it than me.,"On the one hand those are really admirable traits, but on the other does it make sense to devote that much of your life what is, at the end of the day, just a game?",x,
3R15W654VDEMS2GMRRMTJDHQULNQLG,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3PXX5PX6LYKLEXLN1K5F3U220G1AB0,A1TIM3BOYT01IW,Submitted,Thu May 11 17:33:28 PDT 2017,Thu May 11 17:36:30 PDT 2017,Fri May 26 17:36:30 PDT 2017,,,,182,100% (2/2),100% (2/2),100% (2/2),Why would someone pin their whole life's dreams on getting into the Olympics? It must require an incredible kind of person and commitment.,Did you know that women were only allowed to compete in the Olympics in the 1900s?,"When I was a kid, one of the swimmers on my swim team was working on her time to go. She practiced an insane amount.",NA,"I was an Olympic hopeful once--by which, I mean I hoped to go to the Olympics.",Getting into the Olympics is only possible for the most elite people in any field--they probably already know who they are.,x,
3R15W654VDEMS2GMRRMTJDHQULNQLG,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,3WS1NTTKEZYFQ1ZLEKUIXEHA5NP0FE,A1R3MNDWBBDZ6L,Submitted,Thu May 11 10:07:47 PDT 2017,Thu May 11 10:09:36 PDT 2017,Fri May 26 10:09:36 PDT 2017,,,,109,100% (91/91),100% (91/91),100% (91/91),Why would someone pin their whole life's dreams on getting into the Olympics? It must require an incredible kind of person and commitment.,"I can see why someone would work hard in other fields too though. Whatever it takes to achieve your goal, whatever it is!","I used to want to be in the Olympics, but I realized I'm not fit enough!",no,Maybe I should try to be in the Olympics! Can you just imagine me up there? Haha!,"I mean, it's an honor to be an Olympian. I can see why they'd work hard to do it.",x,
3HEADTGN2PDP087GIADZBCPXH5RVR5,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,Create Interesting Dialogue,Produce utterances that dive into a topic in different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25,Wed May 10 22:28:20 PDT 2017,3,BatchId:2798901;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 17 22:28:20 PDT 2017,,,33CKWXB73K6O7BQV34JXMHWQAAZ11F,A1CMCSEKQLWRY8,Submitted,Thu May 11 16:51:30 PDT 2017,Thu May 11 16:58:14 PDT 2017,Fri May 26 16:58:14 PDT 2017,,,,404,0% (0/0),0% (0/0),0% (0/0),My favorite thing about going to a live game is watching the families bring their kids.,I like to watch live games especially football and basketball.  There is a lot of energy in the crowd and the kids like to cheer for their favorite team.,I used to watch baseball games with my sister and sit on the grass drinking lemonade and eating peanuts.,NA,I like to see the mascot play with the crowds and its fun to see how the kids react.  Its like watching a cartoon.,"I like to see the families bring their kids to live football games, so they can play football with each other before the game starts.",x,
