HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITTYPE_ID_level1,Input.WORKER_ID_level1,Input.Dialogueacts_level1,Input.slot0,Input.slot1,Answer.change,Answer.comments,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,Approve,Reject
3CIS7GGG6540EPDBREJUGJOVPAXEUU,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,36V4Q8R5ZLM9K4W1H5SA7AS1JAQQM4,A214JTAHTAWUKA,Approved,Fri May 19 11:43:23 PDT 2017,Fri May 19 11:47:34 PDT 2017,Sat Jun 03 11:47:34 PDT 2017,Sun May 21 20:31:00 PDT 2017,,,251,100% (78/78),100% (78/78),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1JO1CCU5FXOUW,Answer.negative,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,I want a conversational agent in my home so the big IT companies can run my life 24 hours a day.  Pretty soon I won't have to think for myself at all which will the great.,"But, we are questioning it. Oh, maybe they want us to think we are questioning so we do not think we need too. Man this is some stuff like that movie inception. By the way, I like the trope that we are always in this false reality. Always makes me think.","I enjoy all your hits. I make more money on transcriptions, but when I see your hits I take them because they are always really fun!","If they are listening, I am more afraid they will find out how boring I am. Maybe they will take pity and make my life better too, just take away all the stress of thinking.","The agent would be useful, probably. But those always lead to some sort of issue. They leak info. They are supposed to help, but hurt.","Maybe they will take over like Skynet, or the Matrix. What if... now just think...what if they already have? Ahhh! Maybe they are making us have this conversation so we do not question it.",,
3CIS7GGG6540EPDBREJUGJOVPAXEUU,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,37M28K1J0RZRWGJZPCIW1ILFBU6AJ2,A1R3MNDWBBDZ6L,Approved,Fri May 19 07:41:58 PDT 2017,Fri May 19 07:43:05 PDT 2017,Sat Jun 03 07:43:05 PDT 2017,Sun May 21 20:31:00 PDT 2017,,,67,100% (179/179),100% (179/179),100% (10/10),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1JO1CCU5FXOUW,Answer.negative,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,I want a conversational agent in my home so the big IT companies can run my life 24 hours a day.  Pretty soon I won't have to think for myself at all which will the great.,"Hm, what other technological advances are there?",no,"Heh, we may be headed that way, huh?",I like thinking for myself though. I like being able to decide my own things.,"Beep boop, we are already part of the collective.",,
3CIS7GGG6540EPDBREJUGJOVPAXEUU,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3O6CYIULEENXH9XW2GI2Q9RHKWZWUT,A3EQR9C0L23O6E,Approved,Fri May 19 11:06:48 PDT 2017,Fri May 19 11:37:57 PDT 2017,Sat Jun 03 11:37:57 PDT 2017,Sun May 21 20:31:00 PDT 2017,,,1869,100% (23/23),100% (23/23),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1JO1CCU5FXOUW,Answer.negative,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,I want a conversational agent in my home so the big IT companies can run my life 24 hours a day.  Pretty soon I won't have to think for myself at all which will the great.,"Speaking of which, I forgot to file my taxes.",,"Well, if the government is listening, perhaps they can address some of my complaints about them.",It might be nice to have a way to yell directly at the mysterious people running our lives.,Or maybe you just want to say thanks for the federal deficit and IRS.,,
3JVP4ZJHDPDWE83HPQV1CRYG1E00IM,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3CFJTT4SXUCDI31V0RLCFQ4PX7BI77,A1R3MNDWBBDZ6L,Approved,Fri May 19 07:39:17 PDT 2017,Fri May 19 07:40:37 PDT 2017,Sat Jun 03 07:40:37 PDT 2017,Sun May 21 20:31:07 PDT 2017,,,80,100% (179/179),100% (179/179),100% (10/10),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1JO1CCU5FXOUW,Answer.positive,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,These conversational agents have their ears open all day long and know everything.  They are a plot by the big IT companies to know everything and everyone so they can grab power.,I guess it's kinda like how your ISP gives info to advertisers.,no,"That's probably a bit paranoid, don't you think?","I wouldn't say that, but they probably do release sensitive data. I don't like them.","Oh yeah, knowing what kind of chips I eat gives them so much power.",,
3JVP4ZJHDPDWE83HPQV1CRYG1E00IM,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3FDJT1UU75UP1UD0C1RRUM56Y26K50,A1NIKHUA79SWGD,Approved,Thu May 18 21:43:43 PDT 2017,Thu May 18 21:57:47 PDT 2017,Fri Jun 02 21:57:47 PDT 2017,Sun May 21 20:31:07 PDT 2017,,,844,100% (21/21),100% (21/21),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1JO1CCU5FXOUW,Answer.positive,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,These conversational agents have their ears open all day long and know everything.  They are a plot by the big IT companies to know everything and everyone so they can grab power.,"But you know, IT companies aren't the only groups that want to try and control everything. The government isn't that much better, what with the NSA spying and all that. It's hard to know who we can trust now days. I mostly just trust family and friends.",,"Soon they'll have more powerful than the government, that is, unless of course the government had them install backdoors into everything and they're listening in, too.","The IT companies want to gather information about everything about us. What we like, what we dislike, how many friends we have, and so on. Then they can sell that information to other companies and advertisers. Everyone will have to rely on them to get what they need. After all, information is power, and he who controls information is a powerful man indeed.","Think about it! They'll know all the times know all the kinds of porn we like, and when we like to watch it! They'll bombard us with popups and trick us into watching it constantly; getting us hooked on new perversions! Then no one will ever go outside, so no one will be able to stop them! It's the perfect plan, isn't it? As long as they their systems don't hook them, too.",,
3JVP4ZJHDPDWE83HPQV1CRYG1E00IM,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3VZLGYJEYMWTS8WWI8DW9KK3VDMXZ8,A2C27YTQSQ1GXS,Approved,Fri May 19 06:41:09 PDT 2017,Fri May 19 06:43:40 PDT 2017,Sat Jun 03 06:43:40 PDT 2017,Sun May 21 20:31:07 PDT 2017,,,151,100% (24/24),100% (24/24),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1JO1CCU5FXOUW,Answer.positive,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,These conversational agents have their ears open all day long and know everything.  They are a plot by the big IT companies to know everything and everyone so they can grab power.,Do you know what your making for dinner tonight,,Yes but why are they in your house? The one on the right is scaring me,Why would there be a plot by the big it companies.,I would love for themto come to my house. They could clean m yard etc,,
3P458N04Q1200DVQ3ZZGYPEAMPO2X8,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3L70J4KAZH8ETUJ7FGWLYKQ26A9DAR,A3GNQDFPZALU92,Approved,Fri May 19 07:43:02 PDT 2017,Fri May 19 07:54:00 PDT 2017,Sat Jun 03 07:54:00 PDT 2017,Sun May 21 20:31:09 PDT 2017,,,658,100% (17/17),100% (15/15),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1JO1CCU5FXOUW,Answer.rhetorical,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,Who wouldn't want one of these conversational agents in the home?  They can be of great help to take care of things you don;t want to bother with.,"Well, I don't know if I want to bother with them at all. By the way, did I tell you they replaced all the computers at my office. Now they all have facial recognition and you login based on that. Kind of creepy.",NA,"Obviously, yes--but they could also be listening, as my friend suspects. Why should we trust them? More to the point, why should we trust them enough to turn over our whole lives to them?","Yes, they do, but what else might they be taking care of? I've read several articles about government agencies conspiring with these companies to find out whatever they can about us, and I don't doubt that that's true.","I know, isn't it nice to give up a little more of your life every day to our robot overlords? Before long, they'll be thinking for you, too, and you can just flat-line mentally. Bliss.",,
3P458N04Q1200DVQ3ZZGYPEAMPO2X8,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3PS7W85Z80O7505Z90I07TX43EE9TQ,A1R3MNDWBBDZ6L,Approved,Fri May 19 07:16:43 PDT 2017,Fri May 19 07:17:35 PDT 2017,Sat Jun 03 07:17:35 PDT 2017,Sun May 21 20:31:17 PDT 2017,,,52,100% (179/179),100% (179/179),100% (10/10),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1JO1CCU5FXOUW,Answer.rhetorical,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,Who wouldn't want one of these conversational agents in the home?  They can be of great help to take care of things you don;t want to bother with.,I wonder what else will be automated someday.,no,That's true. They could be convenient to have.,"Yeah, they could be a useful addition to any household. I might reconsider and get one after all.","Yeah, that's what we need; More computers to do everything for us.",,
3P458N04Q1200DVQ3ZZGYPEAMPO2X8,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3QILPRALQ6H9WIH57CQAYYW1UTXN87,A3EQR9C0L23O6E,Approved,Fri May 19 11:02:02 PDT 2017,Fri May 19 11:16:40 PDT 2017,Sat Jun 03 11:16:40 PDT 2017,Sun May 21 20:31:17 PDT 2017,,,878,100% (23/23),100% (23/23),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1JO1CCU5FXOUW,Answer.rhetorical,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,Who wouldn't want one of these conversational agents in the home?  They can be of great help to take care of things you don;t want to bother with.,But I'd rather have a Roomba to clean for me.,,"Any question you have at any moment, all you have to do is say it and you'll get your answer.","For example, if you need a quick recipe for bread while you already have your hands in the dough, just ask.","Or if you've forgotten how to wipe your butt, you can get instructions.",,
37MQ8Z1JQEHP0IL08VLIH3LJOVI2YE,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3HSYG7LRBKKSJDY3JOVXWBOOVVVKKL,A2C27YTQSQ1GXS,Approved,Fri May 19 06:45:15 PDT 2017,Fri May 19 06:46:51 PDT 2017,Sat Jun 03 06:46:51 PDT 2017,Sun May 21 20:30:59 PDT 2017,,,96,100% (24/24),100% (24/24),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A8RDXT4ZILHQT,Answer.TalkMore,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,Do you want to take a walk to clear our heads,,Yeah but what in the beck do they want with you,I mean it's kinda creepy. Do they even talk to you,The one in the gray suit looks like he hasn't slept in days,,
37MQ8Z1JQEHP0IL08VLIH3LJOVI2YE,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3LPW2N6LKUO34QIC6FVT09E40ZPU54,A3EQR9C0L23O6E,Approved,Fri May 19 11:02:04 PDT 2017,Fri May 19 11:18:23 PDT 2017,Sat Jun 03 11:18:23 PDT 2017,Sun May 21 20:30:59 PDT 2017,,,979,100% (23/23),100% (23/23),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A8RDXT4ZILHQT,Answer.TalkMore,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,I'm curious what the next new thing is once people get over these.,What the heck is a conversational agent? i am assuming like Alexa?,They're really of no benefit.,"Anything you can do on one, you can do on your smart phone.",And like a gnat you might at times be tempted to smack it with a newspaper.,,
37MQ8Z1JQEHP0IL08VLIH3LJOVI2YE,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3NG53N1RLW59Z3TINR322N1WU5D8PX,A1R3MNDWBBDZ6L,Approved,Fri May 19 07:51:08 PDT 2017,Fri May 19 07:52:02 PDT 2017,Sat Jun 03 07:52:02 PDT 2017,Sun May 21 20:30:59 PDT 2017,,,54,100% (179/179),100% (179/179),100% (10/10),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A8RDXT4ZILHQT,Answer.TalkMore,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,What other technology is boring?,no,"Yeah, but they're annoying. Also like gnats.",Gnats aren't totally harmless. They carry disease.,"And like gnats, I don't want them in my house.",,
31MBOZ6PAOCIY163M9LYZ8S9R7RCL5,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3RSDURM96B8KHIVARHLL7OQU9DCEYU,A24NKUCAX1LURL,Approved,Fri May 19 07:17:45 PDT 2017,Fri May 19 07:21:21 PDT 2017,Sat Jun 03 07:21:21 PDT 2017,Sun May 21 20:30:57 PDT 2017,,,216,100% (5/5),100% (5/5),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A8RDXT4ZILHQT,Answer.negative,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,"They're definitely listening in on you talking to yourself at all times, ya.","A lot of people talk to themselves, so it's really not a big deal.",None,Do you honestly think they are listening to me talking to myself?,I have heard them talking about you talking to yourself.,"Honestly, I really don't care if they do or not.",,
31MBOZ6PAOCIY163M9LYZ8S9R7RCL5,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3V0Z7YWSIZMBI8OPTM30YODBUTUV2A,A3GNQDFPZALU92,Approved,Fri May 19 09:10:04 PDT 2017,Fri May 19 09:54:24 PDT 2017,Sat Jun 03 09:54:24 PDT 2017,Sun May 21 20:30:57 PDT 2017,,,2660,100% (17/17),100% (15/15),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A8RDXT4ZILHQT,Answer.negative,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,"They're definitely listening in on you talking to yourself at all times, ya.","Do you do that, too? Yeah, I talk to myself a lot. It's an anxiety thing. Oh, I almost forgot to tell you: I went to that vitamin store that we walked by on Sunday and they have some of the supplements you were talking about.",NA,"Yeah, it's easy to be paranoid, sure, but I think they are definitely up to something. It's too great a temptation for the powers that be to just ignore altogether. You know they're in cahoots with these tech companies somehow, to some extent.","Well, I used to tend to believe in the old saying, ""If you haven't done anything wrong, you don't have anything to worry about,"" except that I think the suspicion and anxiety people feel has gone beyond the norm somehow and made everyone a suspect.","Anyone that talks to themselves as a regular habit is definitely dealing with some issues. At least, that's what I was saying to myself last night while I was eating dinner alone.",,
31MBOZ6PAOCIY163M9LYZ8S9R7RCL5,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3WYP994K18DG432VLZ2NV0YHSFNY6S,A1R3MNDWBBDZ6L,Approved,Fri May 19 07:05:33 PDT 2017,Fri May 19 07:06:46 PDT 2017,Sat Jun 03 07:06:46 PDT 2017,Sun May 21 20:30:57 PDT 2017,,,73,100% (179/179),100% (179/179),100% (10/10),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A8RDXT4ZILHQT,Answer.negative,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,"They're definitely listening in on you talking to yourself at all times, ya.","Maybe in the future, conversational agents won't do that.",no,"Oh no, I don't want them listening to me!",I'm concerned about that too. I have reservations about people hearing what I do in my own house.,"Heh, they aren't going to hear much interesting if they spy on me.",,
3J9UN9O9J3DS9JNN78G1OSDGETP0JY,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,378XPAWRUDZV15ZT7UXWPH6FYFGIAX,A1R3MNDWBBDZ6L,Approved,Fri May 19 07:23:04 PDT 2017,Fri May 19 07:24:52 PDT 2017,Sat Jun 03 07:24:52 PDT 2017,Sun May 21 20:31:05 PDT 2017,,,108,100% (179/179),100% (179/179),100% (10/10),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A8RDXT4ZILHQT,Answer.positive,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They definitely are. Your food is fussy too. Poison in the walls. Check the mailbox.,"I should check the mailbox, actually! Maybe I have mail.",no,"Easy there, I'm not that paranoid.","Heh, I know it's overblown, but I am still worried. You can never be too careful.",Chemtrails! My teeth are picking up radio signals! The president's a puppet! Not a metaphor; He's a literal wooden Marionett brought to life! Illuminati confirmed!,,
3J9UN9O9J3DS9JNN78G1OSDGETP0JY,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3FFJ6VRIL2AZ0S1BFS030BU2PWXI05,A3EQR9C0L23O6E,Approved,Fri May 19 11:06:16 PDT 2017,Fri May 19 11:35:06 PDT 2017,Sat Jun 03 11:35:06 PDT 2017,Sun May 21 20:31:06 PDT 2017,,,1730,100% (23/23),100% (23/23),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A8RDXT4ZILHQT,Answer.positive,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They definitely are. Your food is fussy too. Poison in the walls. Check the mailbox.,I think dogs are better pets anyway.,,Everyone's really out to get you in this modern age.,There won't be any privacy for anyone.,You're probably being spied on by your cat too.,,
3J9UN9O9J3DS9JNN78G1OSDGETP0JY,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3SLE99ER0OZMF5TVDCLEKNTBC76ZB3,A1NIKHUA79SWGD,Approved,Thu May 18 22:01:54 PDT 2017,Thu May 18 22:17:09 PDT 2017,Fri Jun 02 22:17:09 PDT 2017,Sun May 21 20:31:06 PDT 2017,,,915,100% (21/21),100% (21/21),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A8RDXT4ZILHQT,Answer.positive,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They definitely are. Your food is fussy too. Poison in the walls. Check the mailbox.,"So be careful out there. You wouldn't want to get hurt. If you did, you'd have to go to the hospital, and it seems like insurance costs are rising sky high lately.",,"Oh, and your breaks. Never know when something could go wrong with those. Actually, it's a good idea to get your whole car checked out, and the locks on your doors too.","I mean, the world is a dangerous place, you never know who's out to get you, or how they'll do it. It never hurts to be cautious. It never hurts to be prepared even if 99% of the time everything is just fine. Gotta stay safe, man.","Break open your condoms to make sure there are no microchips in there. Those things will collect your sperm and upload them to the internet to create a race of anatomically correct super digital clone men! I mean, they won't do much, 'cause they'll be stuck online, but it'll be weird.",,
3MNJFORX8BPBZONSLOVSQPHF2UJ5FL,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,382M9COHEI1309B5HGOW43KHDMHEU6,A1NIKHUA79SWGD,Approved,Thu May 18 22:59:10 PDT 2017,Thu May 18 23:06:02 PDT 2017,Fri Jun 02 23:06:02 PDT 2017,Sun May 21 20:31:08 PDT 2017,,,412,100% (21/21),100% (21/21),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A8RDXT4ZILHQT,Answer.rhetorical,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,Are you saying something they'd be afraid of?,"I guess it doesn't matter. Those things don't work half the time anyway, so they probably aren't listening. You know what else never seems to work half the time? Cellphones these days. Seems like every one I get breaks on me. What kind of phone do you use?",,"As long as you're friend isn't threatening their companies, or society or whatever, I think it'll be alright.  That's assuming they're even listening at all. He's probably just being paranoid.","You don't think he's threatening anyone, or plotting a bombing or anything like that right? I guess the NSA or FBI or whoever might be scared of that, even if you're joking. Or if he's talking about switching toa different company or system, or something. Yeah, that sort of thing might make the manufacturer nervous as well.","Unless he's got a bunch of middle school kids tied up in his basement that are screaming to get out, I don't think he has much to worry about. And even if he does, their screams will be so muffled by the time they get to the listening devices, they probably won't even hear!",,
3MNJFORX8BPBZONSLOVSQPHF2UJ5FL,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3NPFYT4IZDQT1R1RSGP7OD4XKNJGXT,A13NOSGEQMNGP8,Approved,Fri May 19 06:01:08 PDT 2017,Fri May 19 06:02:57 PDT 2017,Sat Jun 03 06:02:57 PDT 2017,Sun May 21 20:31:08 PDT 2017,,,109,100% (12/12),100% (12/12),0% (0/0),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A8RDXT4ZILHQT,Answer.rhetorical,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,Are you saying something they'd be afraid of?,"I do enjoy the new cable system where you can talk to your remote, that's really handy.",,"I really just ask it to play music or make a shopping list, how about you?",There are so many different kinds of those which one do you think is best?,I hope not but you never know what they are listening for!,,
3MNJFORX8BPBZONSLOVSQPHF2UJ5FL,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,Continue the Conversation Step 1,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books, life, arts, entertainment, fashion, politics, sports",$0.25,Thu May 18 21:24:20 PDT 2017,3,BatchId:2808472;OriginalHitTemplateId:920937336;,3600,1296000,Thu May 25 21:24:20 PDT 2017,,,3ZSY5X72NYXXW8WD70WN44RBAS3OR6,A1R3MNDWBBDZ6L,Approved,Fri May 19 07:14:04 PDT 2017,Fri May 19 07:15:46 PDT 2017,Sat Jun 03 07:15:46 PDT 2017,Sun May 21 20:31:08 PDT 2017,,,102,100% (179/179),100% (179/179),100% (10/10),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A8RDXT4ZILHQT,Answer.rhetorical,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,Are you saying something they'd be afraid of?,Can they even be afraid?,no,"I don't think so, I just don't like being listened to.",Maybe so. It's possible that they'd be alarmed by what I have to say.,"Oh yeah, the hyperintelligent machines are afraid of us humans.",,
